Severity,County,State,count
3,Albany,NY,4563
3,Albany,WY,36
3,Albemarle,VA,476
3,Alexander,NC,3
3,Alexandria,VA,1363
3,Alexandria City,VA,5
3,Allegan,MI,99
3,Allegany,MD,87
3,Allegany,NY,5
3,Alleghany,VA,62
3,Allegheny,PA,4071
3,Allen,IN,109
3,Allen,OH,55
3,Alpena,MI,3
3,Alpine,CA,5
3,Amador,CA,20
3,Amelia,VA,17
3,Amherst,VA,7
3,Anderson,SC,1365
3,Anderson,TN,42
3,Anderson,TX,2
3,Andrew,MO,2
3,Andrews,TX,2
3,Androscoggin,ME,8
3,Angelina,TX,14
3,Anne Arundel,MD,1745
3,Anoka,MN,1537
3,Anson,NC,1
3,Antrim,MI,5
3,Apache,AZ,108
3,Appanoose,IA,1
3,Appling,GA,4
3,Appomattox,VA,6
3,Arapahoe,CO,1599
3,Archer,TX,3
3,Arenac,MI,12
3,Arkansas,AR,2
3,Arlington,VA,1654
3,Armstrong,PA,6
3,Aroostook,ME,5
3,Ascension,LA,157
3,Ashe,NC,1
3,Ashland,OH,13
3,Ashley,AR,2
3,Ashtabula,OH,6
3,Atascosa,TX,3
3,Atchison,MO,4
3,Athens,OH,3
3,Atkinson,GA,2
3,Atlantic,NJ,124
3,Auglaize,OH,19
3,Augusta,VA,664
3,Austin,TX,22
3,Autauga,AL,127
3,Avery,NC,2
3,Avoyelles,LA,1
3,Baca,CO,20
3,Bacon,GA,2
3,Baker,FL,263
3,Baker,OR,110
3,Baldwin,AL,594
3,Baldwin,GA,11
3,Baltimore,MD,43
3,Baltimore City,MD,2532
3,Baltimore County,MD,5278
3,Bamberg,SC,3
3,Banks,GA,100
3,Bannock,ID,13
3,Barbour,AL,5
3,Barbour,WV,1
3,Barnes,ND,2
3,Barnstable,MA,30
3,Barnwell,SC,3
3,Barren,KY,6
3,Barron,WI,2
3,Barrow,GA,70
3,Barry,MI,1
3,Barry,MO,2
3,Bartholomew,IN,81
3,Barton,MO,1
3,Bartow,GA,439
3,Bastrop,TX,12
3,Bates,MO,1
3,Bath,KY,6
3,Bath,VA,2
3,Bay,FL,40
3,Bay,MI,90
3,Bayfield,WI,3
3,Bear Lake,ID,1
3,Beaufort,NC,1
3,Beaufort,SC,22
3,Beaver,PA,136
3,Beaver,UT,83
3,Beaverhead,MT,4
3,Becker,MN,5
3,Beckham,OK,5
3,Bedford,PA,255
3,Bedford,TN,4
3,Bedford,VA,1
3,Bedford County,VA,15
3,Belknap,NH,84
3,Bell,TX,220
3,Belmont,OH,35
3,Beltrami,MN,5
3,Ben Hill,GA,1
3,Benewah,ID,1
3,Bennington,VT,2
3,Bent,CO,13
3,Benton,AR,23
3,Benton,IA,14
3,Benton,MN,8
3,Benton,MS,2
3,Benton,OR,32
3,Benton,TN,12
3,Benton,WA,16
3,Benzie,MI,1
3,Bergen,NJ,2496
3,Berkeley,SC,1306
3,Berkeley,WV,50
3,Berks,PA,433
3,Berkshire,MA,59
3,Bernalillo,NM,1724
3,Berrien,GA,1
3,Berrien,MI,371
3,Bexar,TX,6913
3,Bibb,AL,1
3,Bibb,GA,436
3,Bienville,LA,33
3,Big Horn,MT,8
3,Bingham,ID,1
3,Black Hawk,IA,60
3,Blair,PA,84
3,Bland,VA,97
3,Bleckley,GA,16
3,Blount,AL,115
3,Blount,TN,10
3,Blue Earth,MN,26
3,Boise,ID,2
3,Bolivar,MS,1
3,Bond,IL,19
3,Bonner,ID,3
3,Bonneville,ID,11
3,Boone,IA,3
3,Boone,IL,107
3,Boone,IN,536
3,Boone,KY,393
3,Boone,MO,101
3,Bossier,LA,317
3,Botetourt,VA,309
3,Boulder,CO,110
3,Bowie,TX,27
3,Box Elder,UT,388
3,Boyd,KY,3
3,Boyle,KY,1
3,Bracken,KY,2
3,Bradford,PA,2
3,Bradley,AR,3
3,Bradley,TN,226
3,Branch,MI,4
3,Brantley,GA,2
3,Braxton,WV,11
3,Brazoria,TX,127
3,Bremer,IA,1
3,Brevard,FL,1403
3,Bristol,MA,790
3,Bristol,RI,4
3,Bristol,VA,70
3,Bronx,NY,7287
3,Brooke,WV,1
3,Brooks,GA,4
3,Broome,NY,187
3,Broomfield,CO,178
3,Broward,FL,13104
3,Brown,IN,2
3,Brown,MN,2
3,Brown,OH,2
3,Brown,WI,233
3,Brunswick,NC,26
3,Brunswick,VA,133
3,Bryan,GA,111
3,Bryan,OK,2
3,Buchanan,IA,13
3,Buchanan,MO,19
3,Buchanan,VA,3
3,Buckingham,VA,6
3,Bucks,PA,960
3,Buena Vista,IA,2
3,Buena Vista,VA,1
3,Buffalo,NE,12
3,Bullitt,KY,72
3,Bulloch,GA,67
3,Buncombe,NC,924
3,Bureau,IL,43
3,Burke,GA,2
3,Burke,NC,103
3,Burlington,NJ,979
3,Butler,AL,177
3,Butler,KS,7
3,Butler,KY,1
3,Butler,OH,169
3,Butler,PA,156
3,Butte,CA,42
3,Butts,GA,200
3,Cabarrus,NC,409
3,Cabell,WV,40
3,Cache,UT,2
3,Caddo,LA,788
3,Caddo,OK,2
3,Calaveras,CA,28
3,Calcasieu,LA,672
3,Caldwell,KY,1
3,Caldwell,TX,3
3,Caledonia,VT,4
3,Calhoun,AL,70
3,Calhoun,AR,1
3,Calhoun,FL,1
3,Calhoun,GA,1
3,Calhoun,IA,2
3,Calhoun,MI,223
3,Calhoun,SC,520
3,Callahan,TX,15
3,Callaway,MO,25
3,Calloway,KY,2
3,Calumet,WI,2
3,Calvert,MD,7
3,Cambria,PA,11
3,Camden,GA,92
3,Camden,NJ,1827
3,Cameron,TX,5
3,Campbell,KY,358
3,Campbell,TN,132
3,Campbell,VA,14
3,Campbell,WY,6
3,Canadian,OK,208
3,Candler,GA,25
3,Cannon,TN,1
3,Canyon,ID,32
3,Cape Girardeau,MO,21
3,Cape May,NJ,22
3,Carbon,MT,2
3,Carbon,PA,206
3,Carbon,UT,7
3,Carbon,WY,46
3,Carlton,MN,78
3,Caroline,MD,20
3,Caroline,VA,245
3,Carroll,AR,3
3,Carroll,GA,244
3,Carroll,IL,2
3,Carroll,IN,3
3,Carroll,KY,16
3,Carroll,MD,121
3,Carroll,MS,7
3,Carroll,NH,4
3,Carroll,TN,9
3,Carroll,VA,232
3,Carson,TX,1
3,Carson City,NV,158
3,Carter,KY,6
3,Carter,OK,12
3,Carter,TN,12
3,Carteret,NC,1
3,Carver,MN,43
3,Cascade,MT,4
3,Cass,IA,75
3,Cass,IN,4
3,Cass,MI,10
3,Cass,MN,13
3,Cass,MO,150
3,Cass,ND,4
3,Cass,NE,27
3,Cass,TX,1
3,Cassia,ID,6
3,Catawba,NC,56
3,Catoosa,GA,163
3,Cattaraugus,NY,5
3,Cayuga,NY,165
3,Cecil,MD,399
3,Cedar,IA,73
3,Centre,PA,268
3,Cerro Gordo,IA,36
3,Chaffee,CO,56
3,Chambers,AL,29
3,Chambers,TX,30
3,Champaign,IL,115
3,Charles,MD,41
3,Charles City,VA,7
3,Charleston,SC,3449
3,Charlevoix,MI,1
3,Charlotte,FL,361
3,Charlotte,VA,3
3,Charlottesville,VA,10
3,Charlton,GA,1
3,Chase,KS,1
3,Chatham,GA,589
3,Chatham,NC,6
3,Chattooga,GA,2
3,Chautauqua,NY,360
3,Chaves,NM,1
3,Cheatham,TN,81
3,Cheboygan,MI,7
3,Chelan,WA,7
3,Chemung,NY,3
3,Chenango,NY,8
3,Cherokee,GA,519
3,Cherokee,IA,2
3,Cherokee,NC,1
3,Cherokee,SC,1025
3,Cherokee,TX,1
3,Chesapeake,VA,1315
3,Chesapeake City,VA,3
3,Cheshire,NH,6
3,Chester,PA,445
3,Chester,SC,234
3,Chesterfield,SC,8
3,Chesterfield,VA,882
3,Cheyenne,CO,11
3,Cheyenne,NE,14
3,Chicot,AR,1
3,Chilton,AL,614
3,Chippewa,MI,7
3,Chippewa,MN,2
3,Chippewa,WI,8
3,Chisago,MN,447
3,Chittenden,VT,45
3,Choctaw,AL,1
3,Chouteau,MT,2
3,Christian,KY,1
3,Christian,MO,9
3,Churchill,NV,33
3,Cibola,NM,52
3,Citrus,FL,8
3,Clackamas,OR,710
3,Claiborne,TN,1
3,Clallam,WA,21
3,Clare,MI,6
3,Clarendon,SC,445
3,Clarion,PA,21
3,Clark,AR,9
3,Clark,ID,3
3,Clark,IL,24
3,Clark,IN,333
3,Clark,KY,7
3,Clark,NV,221
3,Clark,OH,187
3,Clark,WA,730
3,Clark,WI,2
3,Clarke,GA,11
3,Clarke,IA,22
3,Clarke,MS,3
3,Clarke,VA,8
3,Clatsop,OR,39
3,Clay,AR,3
3,Clay,FL,114
3,Clay,GA,1
3,Clay,IA,4
3,Clay,IN,40
3,Clay,MN,14
3,Clay,MO,1042
3,Clay,TN,2
3,Clay,TX,2
3,Clay,WV,1
3,Clayton,GA,2319
3,Clayton,IA,3
3,Clear Creek,CO,340
3,Clearfield,PA,306
3,Cleburne,AL,62
3,Cleburne,AR,1
3,Clermont,OH,135
3,Cleveland,AR,1
3,Cleveland,NC,25
3,Cleveland,OK,351
3,Clinton,IA,9
3,Clinton,IL,5
3,Clinton,IN,18
3,Clinton,MI,61
3,Clinton,MO,12
3,Clinton,NY,6
3,Clinton,OH,25
3,Clinton,PA,101
3,Cobb,GA,4847
3,Cochise,AZ,123
3,Cocke,TN,62
3,Coconino,AZ,488
3,Coffee,AL,6
3,Coffee,GA,2
3,Coffee,TN,97
3,Coffey,KS,1
3,Colbert,AL,7
3,Cole,MO,1
3,Coles,IL,20
3,Colfax,NM,5
3,Colleton,SC,803
3,Collier,FL,685
3,Collin,TX,480
3,Colonial Heights,VA,179
3,Colorado,TX,22
3,Colquitt,GA,1
3,Columbia,AR,2
3,Columbia,FL,643
3,Columbia,GA,223
3,Columbia,NY,228
3,Columbia,OR,27
3,Columbia,PA,59
3,Columbia,WI,107
3,Columbiana,OH,6
3,Columbus,NC,6
3,Colusa,CA,90
3,Comal,TX,249
3,Comanche,OK,3
3,Conecuh,AL,50
3,Contra Costa,CA,8581
3,Converse,WY,5
3,Conway,AR,6
3,Cook,GA,68
3,Cook,IL,21488
3,Cooke,TX,11
3,Cooper,MO,31
3,Coos,NH,7
3,Coos,OR,23
3,Coosa,AL,5
3,Copiah,MS,34
3,Cortland,NY,27
3,Costilla,CO,4
3,Cotton,OK,2
3,Cottonwood,MN,4
3,Covington,MS,4
3,Covington,VA,8
3,Covington City,VA,3
3,Coweta,GA,404
3,Cowlitz,WA,261
3,Craig,OK,2
3,Craighead,AR,2
3,Crane,TX,1
3,Craven,NC,5
3,Crawford,AR,8
3,Crawford,GA,4
3,Crawford,IA,3
3,Crawford,IN,10
3,Crawford,MI,9
3,Crawford,MO,18
3,Crawford,PA,9
3,Creek,OK,35
3,Crenshaw,AL,1
3,Crisp,GA,31
3,Crittenden,AR,97
3,Crockett,TX,2
3,Crook,OR,12
3,Crook,WY,2
3,Cross,AR,1
3,Crow Wing,MN,15
3,Crowley,CO,7
3,Culberson,TX,9
3,Cullman,AL,239
3,Culpeper,VA,3
3,Cumberland,IL,24
3,Cumberland,ME,47
3,Cumberland,NC,194
3,Cumberland,NJ,30
3,Cumberland,PA,828
3,Cumberland,TN,97
3,Cumberland,VA,3
3,Currituck,NC,1
3,Curry,OR,6
3,Custer,CO,9
3,Custer,ID,3
3,Custer,MT,7
3,Cuyahoga,OH,3461
3,Dade,GA,99
3,Dakota,MN,2633
3,Dakota,NE,6
3,Dale,AL,3
3,Dallas,AL,5
3,Dallas,AR,4
3,Dallas,IA,201
3,Dallas,TX,33771
3,Dane,WI,475
3,Danville,VA,1
3,Danville City,VA,1
3,Dare,NC,2
3,Darke,OH,1
3,Darlington,SC,132
3,Dauphin,PA,1252
3,Davidson,NC,141
3,Davidson,TN,11464
3,Davie,NC,86
3,Daviess,IN,9
3,Daviess,MO,6
3,Davis,IA,2
3,Davis,UT,1542
3,Dawson,GA,8
3,Dawson,MT,1
3,Dawson,NE,6
3,De Kalb,IN,2
3,De Soto,FL,3
3,De Soto,LA,2
3,De Witt,IL,8
3,DeKalb,AL,25
3,DeKalb,GA,9352
3,DeKalb,IL,90
3,DeKalb,IN,8
3,DeKalb,MO,5
3,DeSoto,FL,2
3,DeSoto,MS,165
3,Deaf Smith,TX,1
3,Dearborn,IN,26
3,Decatur,GA,1
3,Decatur,IA,31
3,Decatur,IN,15
3,Decatur,TN,11
3,Dekalb,GA,77
3,Dekalb,IL,1
3,Del Norte,CA,5
3,Delaware,IA,2
3,Delaware,IN,70
3,Delaware,NY,16
3,Delaware,OH,189
3,Delaware,PA,1405
3,Delta,CO,4
3,Denton,TX,1822
3,Denver,CO,6586
3,Des Moines,IA,4
3,Deschutes,OR,73
3,Desha,AR,2
3,Deuel,NE,3
3,Dickens,TX,1
3,Dickenson,VA,2
3,Dickson,TN,51
3,Dillon,SC,459
3,Dimmit,TX,2
3,Dinwiddie,VA,218
3,District Of Columbia,DC,43
3,District of Columbia,DC,1075
3,Doddridge,WV,3
3,Dodge,GA,2
3,Dodge,MN,2
3,Dodge,NE,1
3,Dodge,WI,20
3,Donley,TX,1
3,Dooly,GA,113
3,Dorchester,MD,16
3,Dorchester,SC,576
3,Dougherty,GA,11
3,Douglas,CO,2110
3,Douglas,GA,650
3,Douglas,IL,9
3,Douglas,KS,6
3,Douglas,MN,56
3,Douglas,NE,3246
3,Douglas,NV,19
3,Douglas,OR,385
3,Douglas,WA,2
3,Douglas,WI,2
3,Doña Ana,NM,38
3,Do�a Ana,NM,38
3,Drew,AR,3
3,DuPage,IL,4465
3,Dubois,IN,3
3,Dubuque,IA,5
3,Duchesne,UT,4
3,Dunn,WI,58
3,Dupage,IL,654
3,Duplin,NC,18
3,Durham,NC,797
3,Dutchess,NY,917
3,Duval,FL,12504
3,Dyer,TN,6
3,Eagle,CO,164
3,East Baton Rouge,LA,5476
3,Eastland,TX,12
3,Eaton,MI,159
3,Eau Claire,WI,70
3,Ector,TX,15
3,Eddy,NM,3
3,Edgecombe,NC,4
3,Edgefield,SC,4
3,Edmonson,KY,1
3,Effingham,GA,31
3,Effingham,IL,82
3,El Dorado,CA,94
3,El Paso,CO,1819
3,El Paso,TX,1170
3,Elbert,CO,19
3,Elbert,GA,1
3,Elk,PA,8
3,Elkhart,IN,17
3,Elko,NV,282
3,Ellis,TX,362
3,Ellsworth,KS,4
3,Elmore,AL,117
3,Elmore,ID,8
3,Emanuel,GA,27
3,Emery,UT,75
3,Emporia,VA,58
3,Erie,NY,3411
3,Erie,OH,63
3,Erie,PA,92
3,Escambia,AL,44
3,Escambia,FL,864
3,Essex,MA,2535
3,Essex,NJ,1995
3,Essex,NY,19
3,Essex,VA,12
3,Essex,VT,1
3,Etowah,AL,44
3,Eureka,NV,50
3,Evans,GA,1
3,Fairfax,VA,127
3,Fairfax City,VA,12
3,Fairfax County,VA,9878
3,Fairfield,CT,3514
3,Fairfield,OH,82
3,Fairfield,SC,303
3,Falls,TX,12
3,Falls Church,VA,1
3,Fannin,GA,1
3,Faribault,MN,35
3,Faulkner,AR,4
3,Fauquier,VA,254
3,Fayette,AL,2
3,Fayette,GA,29
3,Fayette,IA,2
3,Fayette,IL,35
3,Fayette,IN,3
3,Fayette,KY,248
3,Fayette,OH,17
3,Fayette,TN,57
3,Fayette,TX,9
3,Fayette,WV,11
3,Ferry,WA,2
3,Fillmore,MN,6
3,Flagler,FL,219
3,Flathead,MT,6
3,Florence,SC,740
3,Floyd,GA,9
3,Floyd,IA,3
3,Floyd,IN,334
3,Floyd,VA,3
3,Fond du Lac,WI,49
3,Ford,IL,6
3,Forest,WI,1
3,Forrest,MS,145
3,Forsyth,GA,30
3,Forsyth,NC,853
3,Fort Bend,TX,398
3,Fountain,IN,10
3,Franklin,AL,1
3,Franklin,AR,2
3,Franklin,FL,3
3,Franklin,GA,120
3,Franklin,IA,13
3,Franklin,IL,79
3,Franklin,IN,3
3,Franklin,KY,13
3,Franklin,MA,30
3,Franklin,MO,164
3,Franklin,MS,2
3,Franklin,NC,9
3,Franklin,OH,6702
3,Franklin,PA,252
3,Franklin,TN,1
3,Franklin,TX,1
3,Franklin,VA,2
3,Franklin,VT,11
3,Franklin,WA,6
3,Franklin City,VA,2
3,Franklin County,VA,14
3,Frederick,MD,1620
3,Frederick,VA,454
3,Fredericksburg,VA,159
3,Freeborn,MN,236
3,Freestone,TX,25
3,Fremont,CO,69
3,Fremont,IA,71
3,Fremont,WY,2
3,Fresno,CA,554
3,Frio,TX,3
3,Fulton,AR,1
3,Fulton,GA,19806
3,Fulton,IN,2
3,Fulton,OH,21
3,Fulton,PA,83
3,Gadsden,FL,312
3,Gallatin,KY,13
3,Gallatin,MT,10
3,Galveston,TX,448
3,Garfield,CO,143
3,Garfield,UT,3
3,Garland,AR,7
3,Garrett,MD,41
3,Garvin,OK,11
3,Gasconade,MO,2
3,Gaston,NC,414
3,Geary,KS,1
3,Geauga,OH,18
3,Genesee,MI,4653
3,Genesee,NY,432
3,Gentry,MO,1
3,Georgetown,SC,13
3,Gibson,IN,16
3,Gila,AZ,51
3,Giles,TN,31
3,Giles,VA,4
3,Gilliam,OR,45
3,Gilmer,GA,9
3,Gilpin,CO,10
3,Glacier,MT,2
3,Glades,FL,4
3,Glenn,CA,94
3,Gloucester,NJ,331
3,Gloucester,VA,24
3,Glynn,GA,107
3,Gonzales,TX,12
3,Goochland,VA,161
3,Goodhue,MN,22
3,Gooding,ID,3
3,Gordon,GA,107
3,Grady,GA,2
3,Grady,OK,5
3,Grafton,NH,192
3,Graham,AZ,3
3,Graham,NC,1
3,Grainger,TN,1
3,Grand,CO,28
3,Grand,UT,82
3,Grand Forks,ND,1
3,Grand Isle,VT,1
3,Grand Traverse,MI,4
3,Granite,MT,1
3,Grant,AR,2
3,Grant,IN,27
3,Grant,KY,20
3,Grant,MN,12
3,Grant,NM,6
3,Grant,OR,6
3,Grant,WA,15
3,Grant,WI,3
3,Grant,WV,1
3,Granville,NC,59
3,Graves,KY,1
3,Gray,TX,1
3,Grays Harbor,WA,23
3,Grayson,KY,1
3,Grayson,TX,3
3,Green,WI,2
3,Green Lake,WI,1
3,Greenbrier,WV,12
3,Greene,AL,108
3,Greene,AR,1
3,Greene,GA,91
3,Greene,IA,1
3,Greene,IN,8
3,Greene,MO,229
3,Greene,NY,349
3,Greene,OH,155
3,Greene,PA,25
3,Greene,TN,48
3,Greene,VA,18
3,Greenlee,AZ,2
3,Greensville,VA,115
3,Greenup,KY,4
3,Greenville,SC,4563
3,Greenwood,SC,7
3,Gregg,TX,16
3,Grenada,MS,2
3,Grimes,TX,1
3,Grundy,IA,2
3,Grundy,IL,139
3,Grundy,TN,41
3,Guadalupe,NM,38
3,Guadalupe,TX,161
3,Guernsey,OH,36
3,Guilford,NC,1049
3,Gunnison,CO,24
3,Gwinnett,GA,2846
3,Habersham,GA,9
3,Hale,AL,2
3,Hale,TX,2
3,Halifax,NC,81
3,Halifax,VA,10
3,Hall,GA,225
3,Hall,NE,6
3,Hamblen,TN,23
3,Hamilton,FL,273
3,Hamilton,IA,57
3,Hamilton,IN,404
3,Hamilton,NE,8
3,Hamilton,OH,3260
3,Hamilton,TN,1956
3,Hampden,MA,334
3,Hampshire,MA,49
3,Hampton,SC,86
3,Hampton,VA,840
3,Hampton City,VA,5
3,Hancock,GA,2
3,Hancock,IN,138
3,Hancock,MS,61
3,Hancock,OH,58
3,Hanover,VA,768
3,Haralson,GA,72
3,Hardee,FL,2
3,Hardin,IA,4
3,Hardin,KY,29
3,Hardin,OH,3
3,Hardin,TX,1
3,Hardy,WV,1
3,Harford,MD,883
3,Harnett,NC,83
3,Harney,OR,16
3,Harris,GA,60
3,Harris,TX,26664
3,Harrison,IA,50
3,Harrison,IN,12
3,Harrison,MO,12
3,Harrison,MS,228
3,Harrison,OH,4
3,Harrison,TX,27
3,Harrison,WV,32
3,Harrisonburg,VA,122
3,Harrisonburg City,VA,2
3,Hart,GA,30
3,Hart,KY,14
3,Hartford,CT,4962
3,Harvey,KS,1
3,Hawkins,TN,5
3,Hays,TX,458
3,Haywood,NC,201
3,Haywood,TN,32
3,Hempstead,AR,4
3,Henderson,KY,1
3,Henderson,NC,142
3,Henderson,TN,15
3,Henderson,TX,1
3,Hendricks,IN,255
3,Hendry,FL,9
3,Hennepin,MN,12906
3,Henrico,VA,2253
3,Henry,AL,3
3,Henry,GA,1693
3,Henry,IA,1
3,Henry,IL,42
3,Henry,IN,110
3,Henry,KY,11
3,Henry,OH,4
3,Henry,TN,1
3,Henry,VA,19
3,Herkimer,NY,164
3,Hernando,FL,179
3,Hickman,TN,38
3,Hidalgo,NM,23
3,Hidalgo,TX,67
3,Highland,OH,7
3,Highlands,FL,16
3,Hill,TX,60
3,Hillsborough,FL,8486
3,Hillsborough,NH,359
3,Hinds,MS,1171
3,Hinsdale,CO,2
3,Hockley,TX,2
3,Hoke,NC,1
3,Holmes,FL,91
3,Holmes,MS,5
3,Holt,MO,11
3,Holt,NE,2
3,Hood River,OR,74
3,Hopewell,VA,32
3,Hopkins,KY,4
3,Hopkins,TX,8
3,Horry,SC,202
3,Hot Spring,AR,8
3,Hot Springs,WY,1
3,Houghton,MI,2
3,Houston,AL,8
3,Houston,GA,188
3,Houston,MN,2
3,Houston,TX,5
3,Howard,AR,2
3,Howard,IA,1
3,Howard,IN,2
3,Howard,MD,1159
3,Howard,TX,20
3,Hubbard,MN,1
3,Hudson,NJ,1172
3,Hudspeth,TX,19
3,Huerfano,CO,113
3,Humboldt,CA,16
3,Humboldt,IA,1
3,Humboldt,NV,48
3,Humphreys,TN,18
3,Hunt,TX,51
3,Hunterdon,NJ,365
3,Huntingdon,PA,20
3,Huntington,IN,14
3,Huron,OH,1
3,Iberia,LA,1
3,Iberville,LA,132
3,Ida,IA,1
3,Idaho,ID,3
3,Imperial,CA,14
3,Indian River,FL,219
3,Indiana,PA,6
3,Ingham,MI,326
3,Inyo,CA,13
3,Ionia,MI,55
3,Iosco,MI,1
3,Iowa,IA,74
3,Iowa,WI,3
3,Iredell,NC,371
3,Iron,UT,250
3,Iroquois,IL,73
3,Irwin,GA,2
3,Isabella,MI,4
3,Isanti,MN,6
3,Island,WA,41
3,Isle Of Wight,VA,2
3,Isle of Wight,VA,22
3,Itasca,MN,8
3,Itawamba,MS,10
3,Jackson,AL,8
3,Jackson,AR,1
3,Jackson,CO,9
3,Jackson,FL,242
3,Jackson,GA,295
3,Jackson,IA,1
3,Jackson,IL,1
3,Jackson,IN,79
3,Jackson,KS,1
3,Jackson,MI,331
3,Jackson,MN,54
3,Jackson,MO,4917
3,Jackson,MS,240
3,Jackson,NC,5
3,Jackson,OH,2
3,Jackson,OR,416
3,Jackson,TN,1
3,Jackson,TX,2
3,Jackson,WI,45
3,Jackson,WV,18
3,James City,VA,104
3,Jasper,GA,2
3,Jasper,IA,135
3,Jasper,IN,85
3,Jasper,MO,30
3,Jasper,SC,558
3,Jasper,TX,1
3,Jeff Davis,GA,1
3,Jeff Davis,TX,1
3,Jefferson,AL,5246
3,Jefferson,AR,7
3,Jefferson,CO,1316
3,Jefferson,FL,47
3,Jefferson,GA,1
3,Jefferson,IA,1
3,Jefferson,ID,3
3,Jefferson,IL,78
3,Jefferson,KY,7565
3,Jefferson,LA,959
3,Jefferson,MO,412
3,Jefferson,MT,10
3,Jefferson,NY,8
3,Jefferson,OR,13
3,Jefferson,PA,21
3,Jefferson,TN,103
3,Jefferson,TX,50
3,Jefferson,WA,66
3,Jefferson,WI,91
3,Jefferson Davis,LA,60
3,Jenkins,GA,2
3,Jennings,IN,8
3,Jerome,ID,9
3,Jersey,IL,1
3,Jessamine,KY,9
3,Jim Hogg,TX,1
3,Jim Wells,TX,1
3,Johnson,AR,3
3,Johnson,GA,1
3,Johnson,IA,448
3,Johnson,IL,34
3,Johnson,IN,198
3,Johnson,KS,2530
3,Johnson,MO,1
3,Johnson,TN,1
3,Johnson,TX,111
3,Johnson,WY,5
3,Johnston,NC,333
3,Jones,GA,4
3,Jones,IA,2
3,Jones,MS,46
3,Josephine,OR,190
3,Juab,UT,195
3,Judith Basin,MT,1
3,Juneau,WI,47
3,Juniata,PA,3
3,Kalamazoo,MI,341
3,Kanawha,WV,151
3,Kandiyohi,MN,12
3,Kane,IL,850
3,Kane,UT,1
3,Kankakee,IL,66
3,Kaufman,TX,154
3,Kay,OK,9
3,Keith,NE,3
3,Kemper,MS,1
3,Kendall,IL,31
3,Kendall,TX,13
3,Kennebec,ME,11
3,Kenosha,WI,253
3,Kent,DE,33
3,Kent,MI,1746
3,Kent,RI,1107
3,Kent,TX,2
3,Kenton,KY,1377
3,Kern,CA,784
3,Kerr,TX,7
3,Kershaw,SC,449
3,Kidder,ND,1
3,Kimball,NE,15
3,Kimble,TX,19
3,King,WA,13671
3,King George,VA,15
3,King William,VA,16
3,King and Queen,VA,3
3,Kings,CA,92
3,Kings,NY,4575
3,Kiowa,CO,6
3,Kit Carson,CO,16
3,Kitsap,WA,99
3,Kittitas,WA,177
3,Klamath,OR,50
3,Klickitat,WA,10
3,Knox,IL,19
3,Knox,IN,1
3,Knox,OH,3
3,Knox,TN,1785
3,Kootenai,ID,28
3,Kosciusko,IN,4
3,Kossuth,IA,2
3,La Crosse,WI,33
3,La Paz,AZ,186
3,La Plata,CO,4
3,La Porte,IN,4
3,La Salle,IL,1
3,La Salle,TX,19
3,LaGrange,IN,8
3,LaPorte,IN,49
3,LaSalle,IL,137
3,Lackawanna,PA,182
3,Laclede,MO,46
3,Lafayette,AR,1
3,Lafayette,LA,423
3,Lafayette,MO,69
3,Lafayette,MS,2
3,Lafourche,LA,1
3,Lake,CA,22
3,Lake,CO,12
3,Lake,FL,51
3,Lake,IL,5831
3,Lake,IN,1665
3,Lake,MN,1
3,Lake,OH,89
3,Lake,OR,12
3,Lamar,GA,30
3,Lamar,MS,88
3,Lamar,TX,2
3,Lamb,TX,2
3,Lancaster,NE,24
3,Lancaster,PA,351
3,Lancaster,SC,16
3,Lancaster,VA,4
3,Lander,NV,31
3,Lane,OR,457
3,Langlade,WI,1
3,Lanier,GA,2
3,Lapeer,MI,25
3,Laramie,WY,25
3,Larimer,CO,754
3,Larue,KY,3
3,Las Animas,CO,116
3,Lassen,CA,5
3,Latah,ID,3
3,Lauderdale,AL,4
3,Lauderdale,MS,48
3,Laurel,KY,8
3,Laurens,GA,87
3,Laurens,SC,605
3,Lawrence,AR,3
3,Lawrence,IN,1
3,Lawrence,MO,41
3,Lawrence,PA,24
3,Le Flore,OK,1
3,Le Sueur,MN,2
3,Lea,NM,1
3,Leavenworth,KS,8
3,Lebanon,PA,255
3,Lee,AL,229
3,Lee,FL,1624
3,Lee,GA,5
3,Lee,IA,7
3,Lee,IL,55
3,Lee,MS,14
3,Lee,NC,3
3,Lee,SC,343
3,Lehigh,PA,581
3,Lenawee,MI,2
3,Lenoir,NC,1
3,Leon,FL,289
3,Leon,TX,14
3,Levy,FL,7
3,Lewis,ID,2
3,Lewis,TN,1
3,Lewis,WA,224
3,Lewis,WV,7
3,Lewis and Clark,MT,5
3,Lexington,SC,4116
3,Liberty,FL,1
3,Liberty,GA,54
3,Liberty,TX,2
3,Licking,OH,126
3,Limestone,AL,579
3,Lincoln,AR,1
3,Lincoln,CO,25
3,Lincoln,ID,1
3,Lincoln,LA,14
3,Lincoln,MO,3
3,Lincoln,MS,6
3,Lincoln,MT,2
3,Lincoln,NC,9
3,Lincoln,NE,7
3,Lincoln,NM,1
3,Lincoln,OK,12
3,Lincoln,OR,44
3,Lincoln,WA,23
3,Lincoln,WI,2
3,Linn,IA,386
3,Linn,OR,286
3,Litchfield,CT,35
3,Livingston,IL,27
3,Livingston,LA,164
3,Livingston,MI,272
3,Livingston,NY,13
3,Logan,AR,1
3,Logan,CO,9
3,Logan,IL,44
