ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-1510498,MapQuest,203.0,3,2019-03-07 13:53:53,2019-03-07 14:38:28,35.003548,-85.212395,,,0.0,Right lane blocked due to multi-vehicle accident on I-75 Northbound at Exit 2 I-24.,,I-75 S,R,Chattanooga,Hamilton,TN,37411,US,US/Eastern,KCHA,2019-03-07 13:53:00,52.0,,18.0,30.3,10.0,Calm,,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-414251,MapQuest,201.0,2,2017-04-17 16:58:29,2017-04-17 17:28:10,33.634048,-81.565338,,,0.0,Accident on Cooks Bridge Rd at SC-21 New Holland Rd.,871.0,New Holland Rd,L,Aiken,Aiken,SC,29805-8544,US,US/Eastern,KAIK,2017-04-17 16:55:00,82.4,,39.0,30.06,10.0,SSW,9.2,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1565138,MapQuest,229.0,3,2019-02-03 00:14:37,2019-02-03 00:43:12,37.808323,-122.367363,,,0.0,Slow traffic and #1 #2 #3 lane blocked due to accident on I-80 Bay Brg Westbound at Exit 4A Treasure Island Rd.,,I-80 W,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2019-02-03 00:53:00,52.0,,89.0,29.47,10.0,SE,16.1,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,True,False,False,False,Night,Night,Night,Night
A-644413,MapQuest,201.0,2,2020-10-14 08:02:22,2020-10-14 09:02:00,39.725449,-105.017731,,,0.0,Right hand shoulder blocked due to accident on US-6 Eastbound at I-25.,,US-6 W,R,Denver,Denver,CO,80204,US,US/Mountain,KBJC,2020-10-14 07:45:00,72.0,72.0,14.0,24.29,10.0,NW,16.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3492337,Bing,,2,2020-05-14 08:19:21,2020-05-14 08:49:21,28.20817,-82.18501,28.20817,-82.18501,0.0,At Hillsborough/Pasco County Line - Accident.,,Chancey Rd,R,Zephyrhills,Pasco,FL,33541,US,US/Eastern,KZPH,2020-05-14 08:15:00,70.0,70.0,94.0,30.0,10.0,E,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2598795,MapQuest,201.0,2,2017-09-08 17:35:31,2017-09-08 18:35:04,35.223152,-80.72493,,,0.0,Accident on NC-24 W.T. Harris Blvd near Hickory Grove Rd.,,Hickory Grove Rd,R,Charlotte,Mecklenburg,NC,28215,US,US/Eastern,KJQF,2017-09-08 17:50:00,75.2,,38.0,30.2,10.0,NNW,6.9,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1181981,MapQuest,201.0,3,2019-09-24 16:28:50,2019-09-24 17:34:47,34.236439,-117.424911,,,0.0,Fast lane blocked due to accident on I-15 Northbound at Exit 124 Kenwood Ave.,,Barstow Fwy S,R,San Bernardino,San Bernardino,CA,92407,US,US/Pacific,KSBD,2019-09-24 16:50:00,99.0,99.0,10.0,28.55,7.0,NNE,13.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2639824,MapQuest,201.0,2,2017-09-27 07:49:43,2017-09-27 08:48:25,38.838783,-77.431381,,,0.0,Right lane closed due to accident on US-29 Lee Hwy Northbound at VA-28 Sully Rd.,,Lee Hwy,R,Centreville,Fairfax County,VA,20120,US,US/Eastern,KIAD,2017-09-27 07:52:00,71.1,,87.0,29.92,8.0,NNE,6.9,,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2620117,MapQuest,201.0,2,2017-09-18 08:35:18,2017-09-18 09:05:04,39.505974,-119.789223,,,0.0,Accident on NV-667 Kietzke Ln Southbound after NV-653 Plumb Ln.,,E Plumb Ln,R,Reno,Washoe,NV,89502,US,US/Pacific,KRNO,2017-09-18 08:55:00,64.9,,23.0,29.85,10.0,North,4.6,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2528720,MapQuest,201.0,2,2017-10-04 09:45:50,2017-10-04 10:30:30,38.43248,-122.718369,,,0.0,Left lane blocked due to accident on CA-12 Westbound at Exits 7A 7B US-101.,,CA-12 E,R,Santa Rosa,Sonoma,CA,95407,US,US/Pacific,KSTS,2017-10-04 09:53:00,61.0,,34.0,30.09,10.0,NW,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3641502,Bing,,2,2020-04-15 20:01:48,2020-04-15 20:46:48,40.73021,-73.20731,40.73021,-73.20731,0.0,At RT-111/Islip Ave - Accident.,751.0, Main St,L,Islip,Suffolk,NY,11751-3622,US,US/Eastern,KISP,2020-04-15 19:56:00,47.0,47.0,30.0,29.81,10.0,WNW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-4127697,Bing,,4,2017-11-29 09:40:07,2017-11-29 15:40:07,34.020438,-118.79651,34.0221,-118.80871,0.708,Closed between Zumirez Dr and Heathercliff Rd - Road closed due to accident.,28706.0, Pacific Coast Hwy,R,Malibu,Los Angeles,CA,90265-3902,US,US/Pacific,KSMO,2017-11-29 09:51:00,64.0,,54.0,30.03,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-808010,MapQuest,201.0,2,2020-06-12 11:18:18,2020-06-12 12:49:05,35.551201,-97.623062,,,0.0,Accident on Wilshire Blvd Northbound at OK-3 Expressway St.,,NW Expressway,R,Oklahoma City,Oklahoma,OK,73132,US,US/Central,KPWA,2020-06-12 10:53:00,84.0,84.0,34.0,28.93,10.0,SW,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2744820,Bing,,2,2016-09-02 15:19:17,2016-09-02 21:19:17,29.55762,-98.34527,29.54342,-98.37315,1.942,Between Toepperwein Rd/Exit 170 and Oconnor Rd/Exit 169 - Accident.,,I-35 S,R,San Antonio,Bexar,TX,78233,US,US/Central,KRND,2016-09-02 14:58:00,89.8,,60.0,29.93,10.0,NE,8.1,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2567449,MapQuest,201.0,2,2017-10-23 16:42:55,2017-10-23 17:12:35,33.749966,-117.832314,,,0.319999992847,Accident on exit ramp from CA-55 Southbound to Fourth St Eastbound.,,CA-55 S,R,Santa Ana,Orange,CA,92705,US,US/Pacific,KSNA,2017-10-23 16:53:00,96.1,,14.0,29.96,10.0,SW,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3818017,Bing,,2,2019-10-24 20:47:00,2019-10-24 21:59:44,34.245905,-117.436041,34.245905,-117.436041,0.0,At Cleghorn Rd - Accident.,,Barstow Fwy N,R,San Bernardino,San Bernardino,CA,92407,US,US/Pacific,KSBD,2019-10-24 20:47:00,73.0,73.0,8.0,28.82,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-3144901,Bing,,2,2020-11-18 14:50:00,2020-11-18 17:00:00,32.733217,-86.540583,32.697917,-86.520023,2.716,Incident on I-65 SB near MM 199 Drive with caution.,,I-65 S,R,Verbena,Chilton,AL,36091,US,US/Central,KMXF,2020-11-18 14:56:00,66.0,66.0,23.0,30.25,10.0,ENE,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2045512,MapQuest,241.0,2,2018-06-04 04:34:14,2018-06-04 05:03:46,38.151489,-122.489525,,,0.0,One lane blocked due to accident on Lakeville Hwy both ways between CA-37 Sears Point Rd and Cougar Mountain Dr.,,Cougar Mountain Dr,R,Petaluma,Sonoma,CA,94954,US,US/Pacific,KO69,2018-06-04 04:35:00,51.8,,88.0,29.9,10.0,North,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-522469,MapQuest,201.0,3,2020-12-22 09:26:45,2020-12-22 10:11:25,40.109116,-83.091019,,,0.0,Right lane blocked due to accident on I-270 Westbound at Exit 20 CR-70 Sawmill Rd.,,Outerbelt W,R,Dublin,Franklin,OH,43017,US,US/Eastern,KOSU,2020-12-22 09:53:00,39.0,31.0,76.0,29.17,10.0,W,14.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-3026378,Bing,,2,2020-12-19 04:16:02,2020-12-19 05:37:52,38.855733,-77.382576,38.853302,-77.395824,0.732,Incident on I-66 WB near I-66 Drive with caution.,,I-66 W,R,Fairfax,Fairfax County,VA,22033,US,US/Eastern,KIAD,2020-12-19 03:52:00,24.0,24.0,91.0,30.09,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2085915,MapQuest,201.0,3,2018-06-25 00:59:02,2018-06-25 01:43:39,37.401531,-121.908859,,,0.0,Right hand shoulder blocked due to accident on I-880 Southbound at Exit 7 County Hwy-G4 Montague Expy.,,Montague Expy,R,San Jose,Santa Clara,CA,95131,US,US/Pacific,KSJC,2018-06-25 00:53:00,64.0,,78.0,29.94,10.0,North,3.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1955784,MapQuest,201.0,2,2018-08-17 10:17:53,2018-08-17 10:47:36,40.871086,-74.189728,,,0.0,Accident on US-46 near NJ-3.,,US Route 46,R,Clifton,Passaic,NJ,07013,US,US/Eastern,KCDW,2018-08-17 09:53:00,80.1,,81.0,30.09,8.0,Variable,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2148329,MapQuest,201.0,2,2018-05-24 11:32:38,2018-05-24 12:02:15,35.761028,-78.875671,,,0.0,Accident on Jenks Rd at NC-55 Williams St.,,W Williams St,R,Apex,Wake,NC,27523,US,US/Eastern,KRDU,2018-05-24 11:51:00,80.1,,58.0,30.17,10.0,ENE,8.1,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1580523,MapQuest,201.0,2,2019-02-11 07:51:53,2019-02-11 08:21:34,35.364571,-80.839058,,,0.0,Accident on NC-115 Old Statesville Rd at I-485.,,I-485 N,R,Charlotte,Mecklenburg,NC,28269,US,US/Eastern,KJQF,2019-02-11 07:50:00,39.2,,93.0,30.23,0.8,Calm,,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3437523,Bing,,2,2020-10-30 02:40:11,2020-10-30 04:01:34,38.818463,-76.917997,38.819483,-76.919107,0.092,Incident on BRANCH AVE near BRANCH AVE Drive with caution.,,Branch Ave N,R,Temple Hills,Prince George's,MD,20748,US,US/Eastern,KWBC,2020-10-30 02:41:00,50.0,50.0,94.0,29.3,8.0,N,12.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-92115,MapQuest,201.0,2,2016-08-24 11:25:01,2016-08-24 12:10:01,33.641598,-117.11911,,,0.0,Accident on Leon Rd at Scott Rd.,33075.0,Leon Rd,L,Winchester,Riverside,CA,92596-9439,US,US/Pacific,KF70,2016-08-24 11:15:00,84.2,,30.0,30.04,10.0,SSW,3.5,,Clear,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-1182122,MapQuest,201.0,2,2019-09-25 11:03:42,2019-09-25 12:19:07,41.962517,-73.990097,,,0.0,Accident on US-9W near CR-157 Boices Ln.,1123.0,Ulster Ave,R,Kingston,Ulster,NY,12401-1520,US,US/Eastern,KPOU,2019-09-25 10:53:00,67.0,67.0,57.0,29.72,10.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1349725,MapQuest,201.0,2,2019-06-11 06:08:41,2019-06-11 09:20:00,39.725601,-104.957863,,,0.0900000035763,Accident on 6th Ave Eastbound between Josephine St and Columbine St. Emergency vehicles at scene. No recent updates.,2416.0,E 6th Ave,R,Denver,Denver,CO,80206-4213,US,US/Mountain,KBKF,2019-06-11 05:58:00,52.0,52.0,52.0,24.52,10.0,SW,3.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1978866,MapQuest,202.0,2,2018-08-29 12:54:19,2018-08-29 13:23:51,39.291245,-85.771431,,,0.0,Restrictions due to serious accident on IN-9 at County Road 600.,13499.0,County Road 600,L,Hope,Bartholomew,IN,47246-9389,US,US/Eastern,KBAK,2018-08-29 12:45:00,80.6,,65.0,29.98,10.0,South,16.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2906855,Bing,,2,2017-04-27 12:20:52,2017-04-27 18:20:52,39.97006,-76.6922,39.97609,-76.695386,0.449,Between PA-462/Market St/Exit 19 and US-30/Exit 21 - Accident.,,I-83 S,R,York,York,PA,17402,US,US/Eastern,KTHV,2017-04-27 11:53:00,70.0,,81.0,29.85,10.0,Variable,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2349187,MapQuest,201.0,2,2018-01-04 10:42:49,2018-01-04 11:27:32,39.905056,-86.045967,,,0.0,Accident on 82nd St at I-69.,7055.0,E 82nd St,R,Indianapolis,Marion,IN,46250,US,US/Eastern,KMQJ,2018-01-04 10:55:00,8.6,-2.6,85.0,30.22,10.0,WNW,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-24561,MapQuest,201.0,2,2016-10-14 19:18:43,2016-10-14 19:50:00,38.000179,-121.824898,,,0.01,Accident on CA-4 Eastbound at Exit 27A L St.,,CA-4 E,R,Antioch,Contra Costa,CA,94509,US,US/Pacific,KCCR,2016-10-14 18:53:00,63.0,,84.0,29.9,10.0,SW,4.6,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-4190139,Bing,,2,2019-05-27 15:50:00,2019-05-27 17:08:58,40.61504,-111.43347,40.601447,-111.431314,0.946,At UT-32/CR-3130/W River Rd - Accident.,,US-40 E,R,Heber City,Wasatch,UT,84032,US,US/Mountain,K36U,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2776976,Bing,,2,2016-11-22 17:42:50,2016-11-22 23:42:50,40.99983,-74.07157,40.99654,-74.07245,0.232,At CR-502/Exit 168 - Accident.,,Garden State Pkwy S,R,Township of Washington,Bergen,NJ,07676,US,US/Eastern,KTEB,2016-11-22 17:51:00,37.0,26.2,50.0,30.17,10.0,NW,21.9,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-3265810,Bing,,2,2020-11-27 23:42:32,2020-11-28 02:00:33,34.100369,-79.546432,34.105312,-79.549104,0.374,Incident on RIVER NECK RD near HOUSE 4459 Drive with caution.,4464.0, River Neck Rd,R,Florence,Florence,SC,29506-5003,US,US/Eastern,KFLO,2020-11-27 23:53:00,54.0,54.0,90.0,29.89,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-3858274,Bing,,2,2019-09-23 11:56:00,2019-09-23 13:28:33,38.470307,-121.499151,38.470307,-121.499151,0.0,At Stonecrest Ave/Cosumnes River Blvd/Exit 510 - Accident.,,I-5 S,R,Sacramento,Sacramento,CA,95832,US,US/Pacific,KSAC,2019-09-23 11:53:00,82.0,82.0,34.0,29.94,10.0,NW,14.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-272467,MapQuest,244.0,2,2017-01-23 08:18:47,2017-01-23 09:18:22,32.671043,-97.208206,,,1.77,Shoulder blocked due to accident on I-20 Eastbound between Exits 442A 442B I-820 and Exit 444 US-287.,,I-20 W,R,Arlington,Tarrant,TX,76017,US,US/Central,KGKY,2017-01-23 07:53:00,36.0,33.3,86.0,30.0,10.0,West,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2448343,MapQuest,201.0,3,2017-12-21 12:40:25,2017-12-21 13:09:26,30.518017,-83.058563,,,0.0,Accident on I-75 Southbound at Exit 460 FL-6.,,I-75 S,R,Jennings,Hamilton,FL,32053,US,US/Eastern,KVLD,2017-12-21 12:53:00,68.0,,70.0,30.09,10.0,Calm,,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-738616,MapQuest,201.0,3,2020-08-23 15:21:53,2020-08-23 16:08:19,34.054184,-118.004333,,,0.0,#4 lane blocked due to accident on I-605 Northbound at Exit 21 Valley Blvd.,,I-605 S,R,La Puente,Los Angeles,CA,91746,US,US/Pacific,KEMT,2020-08-23 14:53:00,93.0,93.0,42.0,29.71,10.0,VAR,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-431380,MapQuest,201.0,2,2017-04-17 09:08:54,2017-04-17 09:38:42,29.772776,-95.56266,,,0.01,Accident on W Sam Houston Tollway at Memorial Dr.,,Memorial Dr,R,Houston,Harris,TX,77024,US,US/Central,KMCJ,2017-04-17 09:15:00,75.2,,78.0,30.03,8.0,SSE,9.2,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1019617,MapQuest,241.0,2,2019-12-13 10:41:55,2019-12-13 11:56:29,44.810989,-123.969582,,,0.0,Lane blocked due to accident on OR-229 Siletz Hwy Northbound at Mowrey Lndg.,13987.0,Siletz Hwy,R,Siletz,Lincoln,OR,97380-9658,US,US/Pacific,KONP,2019-12-13 10:35:00,50.0,50.0,94.0,30.01,7.0,E,3.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2002194,MapQuest,201.0,2,2018-07-11 17:54:42,2018-07-11 18:23:59,27.386414,-82.416656,,,0.0,Turn lane blocked due to accident on University Pkwy Eastbound before Legacy Blvd.,6744.0,University Pkwy,R,Sarasota,Sarasota,FL,34240,US,US/Eastern,KSRQ,2018-07-11 17:53:00,78.1,,76.0,29.97,10.0,ENE,10.4,,Scattered Clouds,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-3977290,Bing,,2,2018-10-04 07:51:24,2018-10-04 08:21:15,33.8919,-118.10477,33.88909,-118.10523,0.196,Ramp to Piuma Ave - Accident.,,I-605 S,R,Norwalk,Los Angeles,CA,90650,US,US/Pacific,KFUL,2018-10-04 07:53:00,64.9,,93.0,29.98,10.0,Calm,,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4154716,Bing,,2,2017-08-08 15:05:06,2017-08-08 21:05:06,25.92547,-80.29194,25.92539,-80.29432,0.148,At SR-826/SR-823/NW 57th Ave/Red Rd - Accident.,,NW 167th St,R,Opa Locka,Miami-Dade,FL,33055,US,US/Eastern,KOPF,2017-08-08 14:53:00,91.0,,61.0,30.01,10.0,SE,10.4,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3303960,Bing,,2,2020-12-19 01:59:05,2020-12-19 04:10:52,38.457499,-77.409386,38.442408,-77.411427,1.049,Incident on I-95 near I-95 Drive with caution.,,I-95 S,R,Stafford,Stafford,VA,22554,US,US/Eastern,KRMN,2020-12-19 01:55:00,29.0,29.0,83.0,30.23,10.0,N,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2957864,Bing,,2,2020-12-22 00:12:00,2020-12-22 06:56:16,34.583748,-118.35679,34.584135,-118.358759,0.115,SPUNKY CANYON AT MM 3.5. 1039 LACOFD//OP*88 INC 6439,36458.0, Bouquet Canyon Rd,R,Santa Clarita,Los Angeles,CA,91390-1106,US,US/Pacific,K3A6,2020-12-22 00:51:00,53.0,53.0,41.0,29.15,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1601248,MapQuest,201.0,3,2019-02-20 12:02:16,2019-02-20 12:32:16,32.773964,-96.792747,,,0.0,Accident on I-35E Eastbound at Exits 427A 427B 428 428A 428B 428C 429A 429B I-30.,,US-67 N,R,Dallas,Dallas,TX,75215,US,US/Central,KDAL,2019-02-20 11:53:00,48.9,,64.0,29.99,10.0,Variable,4.6,,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-4044333,Bing,,2,2018-05-11 08:56:23,2018-05-11 14:56:23,33.43614,-111.9096,33.43615,-111.91462,0.289,At McClintock Dr/Exit 8 - Accident. Lane blocked.,,N McClintock Dr,R,Tempe,Maricopa,AZ,85281,US,US/Mountain,KPHX,2018-05-11 08:51:00,84.0,,16.0,29.69,10.0,WNW,3.5,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1026566,MapQuest-Bing,201.0,2,2019-12-17 07:28:02,2019-12-17 08:43:25,41.19743,-112.040108,,,0.0,Accident on UT-108 Midland Dr at UT-79 Hinckley Dr.,3603.0,Midland Dr,R,West Haven,Weber,UT,84401-9866,US,US/Mountain,KOGD,2019-12-17 07:53:00,16.0,5.0,65.0,25.96,10.0,S,8.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-2469150,MapQuest,201.0,3,2017-11-03 09:59:43,2017-11-03 10:28:59,40.834003,-73.862816,,,0.0,Left lane blocked due to accident on I-95 Cross Bronx Expy Southbound after Exit 5A White Plains Rd.,,White Plains Rd,R,Bronx,Bronx,NY,10460,US,US/Eastern,KLGA,2017-11-03 09:51:00,66.0,,78.0,30.04,10.0,SSW,9.2,,Scattered Clouds,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3889079,Bing,,2,2019-03-11 17:54:57,2019-03-11 18:24:25,28.82864,-81.32277,28.82829,-81.32286,0.025,At Orange Blvd - Accident.,906.0, Monroe Rd,L,Sanford,Seminole,FL,32771-8823,US,US/Eastern,KSFB,2019-03-11 17:53:00,84.9,,48.0,30.11,10.0,WSW,10.4,,Partly Cloudy,False,False,True,False,False,False,True,False,False,False,False,False,False,Day,Day,Day,Day
A-349206,MapQuest,201.0,1,2017-03-14 21:25:04,2017-03-14 21:54:49,32.745041,-116.98745,,,0.0,Accident on Dale Ave in San Diego.,9723.0,Dale Ave,R,Spring Valley,San Diego,CA,91977-2413,US,US/Pacific,KSEE,2017-03-14 21:35:00,66.2,,56.0,30.07,10.0,NNW,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-3642677,Bing,,1,2020-04-15 17:07:08,2020-04-15 17:22:08,45.54016,-122.69849,45.54016,-122.69849,0.0,At US-30/Vaughn St - Accident.,,US-30 W,R,Portland,Multnomah,OR,97210,US,US/Pacific,KVUO,2020-04-15 16:53:00,66.0,66.0,37.0,30.11,10.0,NNW,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2469688,MapQuest,201.0,2,2017-11-03 19:50:29,2017-11-03 20:35:13,26.54561,-81.914398,,,0.0,Accident on FL-867 McGregor Blvd at County Hwy-876 Cypress Lake Dr.,9697.0,Cypress Lake Dr,R,Fort Myers,Lee,FL,33919-4916,US,US/Eastern,KFMY,2017-11-03 19:53:00,75.9,,79.0,30.04,10.0,NE,6.9,,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Day
A-2307210,MapQuest,201.0,2,2018-02-09 01:12:16,2018-02-09 01:56:34,33.844887,-117.828842,,,0.0,HOV lane blocked due to accident on CA-91 Eastbound at Exit 34 CA-55.,,CA-91 W,R,Anaheim,Orange,CA,92807,US,US/Pacific,KFUL,2018-02-09 00:53:00,55.0,,55.0,29.99,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-3015550,Bing,,2,2020-12-27 23:47:33,2020-12-28 03:10:09,45.051624,-93.563499,45.053508,-93.57143,0.408,Incident on MN-55 WB near ARROWHEAD DR Drive with caution.,3988.0, Arrowhead Dr,R,Hamel,Hennepin,MN,55340,US,US/Central,KMIC,2020-12-27 23:53:00,11.0,1.0,88.0,29.16,10.0,NW,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-3994405,Bing,,2,2018-09-06 08:00:26,2018-09-06 08:29:41,34.26965,-118.4467,34.26038,-118.4391,0.774,At CA-118/Exit 156A/Exit 156B - Accident.,,Golden State Fwy S,R,San Fernando,Los Angeles,CA,91340,US,US/Pacific,KWHP,2018-09-06 08:00:00,64.4,,83.0,30.08,10.0,Calm,,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1951501,MapQuest,201.0,3,2018-08-15 17:18:38,2018-08-15 18:02:57,30.290874,-81.631126,,,0.819999992847,Accident on exit ramp from I-95 Southbound at Exit 347 to Emerson St Northbound.,,I-95 S,R,Jacksonville,Duval,FL,32207,US,US/Eastern,KNIP,2018-08-15 17:17:00,84.0,,74.0,30.09,10.0,Calm,,0.0,Thunderstorm,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-140053,MapQuest,241.0,3,2016-09-01 14:46:59,2016-09-01 15:46:59,27.954971,-82.505257,,,0.0,Left lane blocked due to accident on I-275 Northbound between Exit 30 FL-686 Roosevelt Blvd and Exits 40B 41A 41B US-92 Dale Mabry Hwy.,,I-275 N,R,Tampa,Hillsborough,FL,33607,US,US/Eastern,KTPA,2016-09-01 14:53:00,81.0,,91.0,29.84,5.0,SSE,11.5,0.21,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1944114,MapQuest,241.0,2,2018-08-10 16:31:12,2018-08-10 17:01:02,33.960155,-118.248894,,,0.0,Lane blocked due to accident on John Ave at Firestone Blvd.,1414.0,Firestone Blvd,R,Los Angeles,Los Angeles,CA,90001-3827,US,US/Pacific,KCQT,2018-08-10 16:47:00,87.1,,28.0,29.94,10.0,Variable,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2096404,MapQuest,201.0,2,2018-04-30 09:27:00,2018-04-30 09:56:44,35.783844,-78.637932,,,0.0,Accident on Lane St at Wilmington St.,74.0,E Lane St,R,Raleigh,Wake,NC,27601-1036,US,US/Eastern,KRDU,2018-04-30 09:51:00,57.0,,45.0,30.33,10.0,NNE,6.9,,Clear,False,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
