ID,Severity,Start_Lat,Start_Lng,City,County,State,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Speed(mph),Precipitation(in),State_Name
A-1412567,2,35.33432,-97.516991,Oklahoma City,Cleveland,OK,81,81,58,28.35,10,24,0,Oklahoma
A-3232146,2,40.57989,-77.239393,Thompsontown,Juniata,PA,35,35,54,29.41,10,3,0,Pennsylvania
A-3019014,2,40.426524,-79.893018,Pittsburgh,Allegheny,PA,34,27,96,28.64,10,9,0,Pennsylvania
A-3021739,2,39.096704,-94.59545,Kansas City,Jackson,MO,26,26,71,29.31,10,0,0,Missouri
A-3132740,2,26.462663,-80.174757,Delray Beach,Palm Beach,FL,81,81,85,29.96,7,20,0,Florida
A-4218123,2,44.907479,-122.98631,Salem,Marion,OR,69,69,61,29.77,10,6,0,Oregon
A-531057,2,30.45348,-97.666328,Pflugerville,Travis,TX,37,28,70,29.47,10,16,0,Texas
A-3267708,2,28.196893,-80.708688,Melbourne,Brevard,FL,69,69,68,30.1,10,13,0,Florida
A-889322,3,28.53546,-81.383224,Orlando,Orange,FL,74,74,66,30.19,10,14,0,Florida
A-3582071,2,33.628421,-117.72088,Laguna Hills,Orange,CA,59,59,67,29.98,10,8,0,California
A-3718071,2,33.964319,-118.120005,Downey,Los Angeles,CA,62,62,58,29.82,10,3,0,California
A-3295298,2,43.119101,-77.51287,East Rochester,Monroe,NY,23,17,88,29.5,4,5,0,New York
A-654193,3,35.929386,-84.040459,Knoxville,Knox,TN,79,79,52,29.12,10,3,0,Tennessee
A-2978538,2,42.985216,-85.687313,Grand Rapids,Kent,MI,33,26,85,28.93,10,8,0,Michigan
A-3623965,2,33.946316,-117.067021,Moreno Valley,Riverside,CA,55,55,91,28.31,7,12,0.02,California
A-881354,2,35.363091,-97.579552,Oklahoma City,Cleveland,OK,40,36,53,28.84,10,6,0,Oklahoma
A-3370656,2,38.879081,-77.253209,Fairfax,Fairfax County,VA,62,62,96,30.15,6,0,0,Virginia
A-3540627,2,33.732815,-117.989278,Huntington Beach,Orange,CA,86,86,10,29.91,10,13,0,California
A-3366320,2,27.078991,-82.424287,Venice,Sarasota,FL,63,63,97,30.02,3,0,0,Florida
A-966380,2,33.614849,-117.707581,Lake Forest,Orange,CA,61,61,64,29.97,8,0,0,California
A-1691635,2,35.804619,-78.625168,Raleigh,Wake,NC,30,23.2,92,30.12,0.5,6.9,0.12,North Carolina
A-3945758,2,41.1101,-73.55104,Stamford,Fairfield,CT,28.9,19.8,67,30.44,8,10.4,0,Connecticut
A-718195,3,30.004908,-90.026047,New Orleans,Orleans,LA,83,83,67,29.98,10,10,0,Louisiana
A-3526092,3,33.87432,-118.06176,Cerritos,Los Angeles,CA,82,82,47,29.78,9,3,0,California
A-3744459,2,34.037967,-118.022192,La Puente,Los Angeles,CA,62,62,62,29.88,10,5,0,California
A-3868264,2,33.835541,-117.941498,Anaheim,Orange,CA,70,70,81,29.81,7,0,0,California
A-3691925,4,32.00783,-81.28054,Savannah,Chatham,GA,65,65,76,30.03,10,9,0,Georgia
A-3637094,4,40.52679,-75.78126,Kutztown,Berks,PA,68,68,87,29.02,10,14,0,Pennsylvania
A-3008683,2,25.939199,-80.295093,Hialeah,Miami-Dade,FL,74,74,79,29.97,10,3,0,Florida
A-3038900,2,38.118814,-122.105966,Benicia,Solano,CA,66,66,60,29.86,10,7,0,California
A-3768426,2,33.519612,-117.619699,Ladera Ranch,Orange,CA,66,66,68,29.98,10,6,0,California
A-3028763,2,44.757131,-122.3099,Detroit,Marion,OR,42,38,89,30.13,7,7,0,Oregon
A-3142200,2,38.916524,-78.103898,Linden,Warren,VA,30,30,100,29.39,5,0,0,Virginia
A-3046689,2,35.249498,-80.969527,Charlotte,Mecklenburg,NC,76,76,91,29.35,10,5,0,North Carolina
A-3214818,2,39.885038,-78.243995,Warfordsburg,Fulton,PA,53,53,35,29.31,10,15,0,Pennsylvania
A-3459926,2,36.0799,-79.76711,Greensboro,Guilford,NC,81,81,52,29.01,10,13,0,North Carolina
A-1199190,2,36.160446,-86.794327,Nashville,Davidson,TN,86,86,41,29.36,10,13,0,Tennessee
A-583396,2,40.097969,-75.090782,Huntingdon Valley,Montgomery,PA,42,42,96,30.33,0,0,0,Pennsylvania
A-396288,3,47.549587,-122.313454,Seattle,King,WA,46,44.8,100,29.88,8,3.5,0.06,Washington
A-696242,3,25.89917,-80.210114,North Miami,Miami-Dade,FL,81,81,79,29.99,10,8,0,Florida
A-3166451,2,40.21955,-75.24485,North Wales,Montgomery,PA,45,45,99,30.01,10,0,0,Pennsylvania
A-3024422,2,35.394397,-119.044536,Bakersfield,Kern,CA,42,42,73,29.79,9,0,0,California
A-3121400,2,37.024504,-119.947172,Madera,Madera,CA,53,53,50,29.79,10,5,0,California
A-3868287,2,34.762346,-118.797126,Lebec,Los Angeles,CA,83,83,32,25.58,10,14,0,California
A-1405014,2,30.36364,-81.66922,Jacksonville,Duval,FL,70,70,63,29.92,10,0,0,Florida
A-1107413,2,42.491722,-83.116516,Royal Oak,Oakland,MI,32,25,49,29.49,10,8,0,Michigan
A-873060,2,30.391174,-97.721825,Austin,Travis,TX,65,65,87,29.27,10,6,0.29,Texas
A-1154371,2,29.091497,-82.244667,Ocala,Marion,FL,75,75,48,30.06,10,6,0,Florida
A-815228,2,33.981998,-118.241211,Los Angeles,Los Angeles,CA,65,65,73,29.74,10,0,0,California
A-3243664,2,39.978415,-74.212326,Toms River,Ocean,NJ,60,60,93,29.34,10,6,0,New Jersey
A-3801721,2,38.22946,-122.11675,Fairfield,Solano,CA,71,71,36,29.79,10,5,0,California
A-3372906,2,32.753731,-80.825783,Yemassee,Colleton,SC,30,30,82,30.16,10,3,0,South Carolina
A-2229578,3,47.147018,-122.504494,Lakewood,Pierce,WA,40.6,36,100,30.26,10,6.9,0.12,Washington
A-1188454,2,48.072689,-121.964706,Granite Falls,Snohomish,WA,54,54,72,29.68,10,3,0,Washington
A-988601,2,47.415642,-122.227966,Kent,King,WA,46,42,93,29.87,2,7,0,Washington
A-1325325,3,37.784779,-121.30674,Lathrop,San Joaquin,CA,99,99,16,29.84,10,6,0,California
A-3248413,2,30.388154,-91.181009,Baton Rouge,East Baton Rouge,LA,63,63,93,29.88,10,8,0,Louisiana
A-1258281,2,42.982639,-83.660919,Flint,Genesee,MI,81,81,49,29.21,10,9,0,Michigan
A-1291581,2,30.28632,-97.669441,Austin,Travis,TX,86,86,36,29.49,10,5,0,Texas
A-3039900,2,32.513396,-93.74691,Shreveport,Caddo,LA,81,81,62,29.92,10,9,0,Louisiana
A-3149096,2,34.129732,-117.204464,Highland,San Bernardino,CA,81,81,13,28.77,7,9,0,California
A-3729824,2,44.86281,-93.12957,Saint Paul,Dakota,MN,29,18,89,29.03,1,15,0,Minnesota
A-3743056,2,40.17617,-111.64645,Springville,Utah,UT,32,24,87,25.34,1,10,0.01,Utah
A-1476388,2,35.836658,-78.637718,Raleigh,Wake,NC,79,79,36,29.59,10,9,0,North Carolina
A-3185546,2,30.52271,-87.313418,Pensacola,Escambia,FL,71,71,53,29.83,10,18,0,Florida
A-3425901,2,41.094499,-73.802729,Hawthorne,Westchester,NY,73,73,76,29.47,10,12,0,New York
A-3434935,2,44.885368,-93.063743,South Saint Paul,Dakota,MN,32,25,63,29.09,10,8,0,Minnesota
A-865740,2,38.003632,-122.04187,Concord,Contra Costa,CA,74,74,41,30.1,10,15,0,California
A-1434428,2,42.918522,-83.533257,Grand Blanc,Genesee,MI,60,60,80,28.92,10,5,0,Michigan
A-607829,2,39.740952,-86.288872,Indianapolis,Marion,IN,66,66,29,29.38,10,14,0,Indiana
A-917403,3,35.014614,-85.273323,Chattanooga,Hamilton,TN,45,45,86,29.2,7,3,0,Tennessee
A-1445282,2,30.65304,-88.139847,Mobile,Mobile,AL,85,85,59,29.71,10,8,0,Alabama
A-3508562,2,39.04895,-77.15117,Rockville,Montgomery,MD,60,60,96,29.53,10,5,0.04,Maryland
A-3841881,4,41.11048,-80.83281,North Jackson,Mahoning,OH,22,12,72,28.92,9,9,0,Ohio
A-534497,3,32.388138,-86.322617,Montgomery,Montgomery,AL,48,43,100,29.95,10,13,0,Alabama
A-3113785,2,39.955799,-75.180633,Philadelphia,Philadelphia,PA,63,63,93,30.06,10,5,0.02,Pennsylvania
A-3603049,1,37.39463,-121.13604,Newman,Stanislaus,CA,55,55,43,29.93,10,0,0,California
A-3539927,1,45.4398,-122.41402,Damascus,Clackamas,OR,59,59,87,30.13,10,7,0,Oregon
A-3194363,2,40.103551,-75.533331,Phoenixville,Chester,PA,29,29,92,29.85,10,0,0,Pennsylvania
A-940834,2,47.678398,-117.388451,Spokane,Spokane,WA,34,34,96,27.88,1,0,0,Washington
A-4212407,2,33.928236,-118.254273,Los Angeles,Los Angeles,CA,70,70,81,29.92,9,5,0,California
A-642670,2,32.160881,-110.951859,Tucson,Pima,AZ,66,66,25,27.24,10,3,0,Arizona
A-3578684,2,32.839272,-117.127373,San Diego,San Diego,CA,59,59,83,29.52,7,9,0.02,California
A-1080989,2,39.65242,-75.665413,Bear,New Castle,DE,58,58,81,30.23,10,3,0,Delaware
A-3441606,2,46.917575,-112.120016,Wolf Creek,Lewis and Clark,MT,33,26,54,26.3,10,8,0,Montana
A-3763531,2,33.719494,-117.795211,Tustin,Orange,CA,61,61,83,29.91,10,6,0.01,California
A-1461726,2,29.756439,-95.364021,Houston,Harris,TX,75,75,62,29.9,10,8,0,Texas
A-1386542,2,34.053848,-118.232231,Los Angeles,Los Angeles,CA,68,68,65,29.65,10,7,0,California
A-3991710,2,45.57852,-122.127574,Bridal Veil,Multnomah,OR,59,59,72,30.05,10,5,0,Oregon
A-3863328,2,44.99846,-122.99999,Salem,Marion,OR,61,61,54,29.82,10,3,0,Oregon
A-880757,2,27.34421,-82.447411,Sarasota,Sarasota,FL,54,54,75,30.24,10,6,0,Florida
A-169640,2,42.021042,-88.360939,Elgin,Kane,IL,33.1,30,89,30.22,1.8,3.5,0,Illinois
A-516607,4,38.834824,-77.098,Alexandria,Alexandria,VA,50,50,50,30.1,10,12,0,Virginia
A-3330659,2,34.251176,-119.208558,Ventura,Ventura,CA,58,58,97,30.05,4,8,0,California
A-2438725,2,43.068527,-77.432144,Fairport,Monroe,NY,39,31.8,89,29.88,8,11.5,0.01,New York
A-908607,2,37.319859,-121.926743,San Jose,Santa Clara,CA,58,58,67,30.06,10,9,0,California
A-4182801,2,47.462374,-122.256915,Seattle,King,WA,67,67,47,29.48,10,5,0,Washington
A-1371216,3,42.559174,-83.129623,Troy,Oakland,MI,74,74,38,29.1,10,7,0,Michigan
A-3156020,2,30.830192,-85.468532,Cottondale,Jackson,FL,51,51,46,30.15,10,0,0,Florida
A-3185974,2,39.634948,-78.832494,Cumberland,Allegany,MD,49,48,52,29.3,10,5,0,Maryland
A-1091786,3,36.112511,-95.894203,Tulsa,Tulsa,OK,37,29,93,29.4,10,12,0,Oklahoma
A-3385600,2,29.750815,-95.374878,Houston,Harris,TX,74,74,41,30.02,10,12,0,Texas
A-1144765,2,36.088127,-95.858665,Tulsa,Tulsa,OK,39,33,76,29.34,10,9,0,Oklahoma
A-3387358,2,25.687382,-80.351283,Miami,Miami-Dade,FL,70,70,100,30.04,10,3,0,Florida
A-3292704,2,33.903593,-118.178785,Paramount,Los Angeles,CA,66,66,100,29.83,3,5,0,California
A-1234051,2,34.911194,-82.324577,Taylors,Greenville,SC,77,77,88,28.98,10,7,0,South Carolina
A-2751143,2,42.52753,-82.90886,Roseville,Macomb,MI,39,34,96,29.72,5,6.9,0.04,Michigan
A-1264971,3,37.288101,-120.454811,Merced,Merced,CA,72,72,64,29.88,10,12,0,California
A-866856,2,37.074261,-122.084503,Ben Lomond,Santa Cruz,CA,63,63,65,30.14,10,0,0,California
A-605240,2,36.209229,-86.922028,Nashville,Davidson,TN,68,68,90,29.42,7,0,0,Tennessee
A-889572,2,34.682281,-81.683182,Union,Union,SC,54,54,100,29.62,10,3,0,South Carolina
A-3347757,4,44.077234,-122.764314,Springfield,Lane,OR,69,69,19,29.64,10,16,0,Oregon
A-1107138,3,36.748959,-119.776054,Fresno,Fresno,CA,72,72,29,29.61,7,3,0,California
A-3091117,2,40.630325,-74.187039,Staten Island,Richmond,NY,38,38,86,30.03,9,0,0,New York
A-2959558,2,38.723491,-77.496432,Manassas,Prince William,VA,59,59,93,29.77,10,7,0,Virginia
A-2760632,2,40.90256,-74.12217,Elmwood Park,Bergen,NJ,28.9,21.9,69,30.01,5,6.9,0,New Jersey
A-3242123,2,30.142144,-81.541423,Jacksonville,Duval,FL,63,63,50,30.11,10,3,0,Florida
A-3781743,2,34.067583,-117.566678,Ontario,San Bernardino,CA,42,37,35,29.2,10,8,0,California
A-3126404,2,34.035483,-118.438084,Los Angeles,Los Angeles,CA,58,58,39,29.81,10,0,0,California
A-3006332,2,40.931561,-73.762399,Larchmont,Westchester,NY,59,59,90,29.05,10,5,0,New York
A-4200635,2,41.090184,-112.00693,Layton,Davis,UT,70,70,47,25.19,10,3,0,Utah
A-960416,2,35.134621,-80.939346,Charlotte,Mecklenburg,NC,52,52,71,29.51,10,15,0,North Carolina
A-3324284,2,37.505791,-77.426674,Richmond,Richmond City,VA,70,70,100,29.62,8,3,0,Virginia
A-1068833,3,45.03418,-92.984688,Saint Paul,Washington,MN,45,45,87,28.72,10,0,0,Minnesota
A-2211113,3,34.45636,-118.616135,Castaic,Los Angeles,CA,74,74,32,29.11,10,3,0,California
A-1240659,3,45.374531,-122.58754,Oregon City,Clackamas,OR,93,93,18,29.68,10,13,0,Oregon
A-3106962,2,34.189613,-80.094291,Lamar,Darlington,SC,30,30,80,29.74,10,0,0,South Carolina
A-1105085,2,35.179218,-80.778816,Charlotte,Mecklenburg,NC,53,53,64,29.6,10,9,0,North Carolina
A-3094518,2,32.997835,-117.083023,San Diego,San Diego,CA,50,50,48,28.55,10,0,0,California
A-2986517,2,33.810079,-118.001993,Stanton,Orange,CA,62,62,74,29.75,7,0,0,California
A-3825595,2,34.06704,-117.44531,Fontana,San Bernardino,CA,60,60,6,29.01,10,21,0,California
A-3861552,2,34.029537,-118.403218,Los Angeles,Los Angeles,CA,75,75,71,29.59,10,8,0,California
A-2958086,2,30.428923,-91.172,Baton Rouge,East Baton Rouge,LA,57,57,27,30.12,10,0,0,Louisiana
A-1264878,2,47.571217,-122.360977,Seattle,King,WA,67,67,84,30.01,10,5,0,Washington
A-3044133,2,40.46785,-122.311815,Anderson,Shasta,CA,63,63,33,29.47,10,3,0,California
A-615144,3,37.834648,-122.29493,Emeryville,Alameda,CA,67,67,63,30.11,10,0,0,California
A-1466474,3,32.36845,-86.074821,Montgomery,Montgomery,AL,74,74,67,29.69,10,10,0,Alabama
A-3844783,2,33.888689,-118.192819,Compton,Los Angeles,CA,60,60,80,29.94,10,8,0,California
A-1227821,2,36.133465,-95.833252,Tulsa,Tulsa,OK,100,100,38,29.19,10,9,0,Oklahoma
A-2299919,3,37.547989,-77.431969,Richmond,Richmond City,VA,44.1,39,96,30,3,9.2,0.02,Virginia
A-3934506,2,38.63668,-90.18604,Saint Louis,St. Louis City,MO,19,5.6,74,30.17,10,13.8,0,Missouri
A-1329737,3,29.777325,-95.418755,Houston,Harris,TX,91,91,63,29.83,10,13,0,Texas
A-4227152,3,38.51173,-90.36664,Saint Louis,St. Louis County,MO,82,82,76,29.45,10,7,0,Missouri
A-3197256,2,35.885681,-78.368358,Zebulon,Wake,NC,45,45,61,29.92,10,0,0,North Carolina
A-4216680,2,42.34814,-83.10587,Detroit,Wayne,MI,77,77,90,29.28,1,6,0.15,Michigan
A-3600503,2,36.12673,-86.71101,Nashville,Davidson,TN,51,51,80,29.38,10,8,0,Tennessee
A-3427089,2,32.902497,-96.721347,Dallas,Dallas,TX,59,59,57,29.39,10,14,0,Texas
A-950943,2,42.239868,-87.862289,Lake Forest,Lake,IL,15,-2,77,29.35,1,18,0,Illinois
A-573528,3,41.83704,-87.675911,Chicago,Cook,IL,42,42,70,29.5,10,0,0,Illinois
A-1437649,2,34.873997,-82.220551,Greer,Spartanburg,SC,82,82,47,29.22,10,10,0,South Carolina
A-1447902,3,29.783981,-95.339844,Houston,Harris,TX,45,43,82,30.16,10,5,0,Texas
A-1177399,3,40.84383,-73.895599,Bronx,Bronx,NY,88,88,37,29.71,10,9,0,New York
A-2966167,2,36.95658,-81.05701,Wytheville,Wythe,VA,53,53,96,27.16,10,0,0,Virginia
A-3855574,2,33.928543,-118.24545,Los Angeles,Los Angeles,CA,75,75,60,29.8,10,12,0,California
A-685031,3,28.559502,-81.380104,Orlando,Orange,FL,86,86,72,29.88,10,7,0,Florida
A-529044,2,33.177738,-79.916771,Moncks Corner,Berkeley,SC,39,39,100,29.87,10,0,0,South Carolina
A-376246,2,41.286583,-73.76329,Katonah,Westchester,NY,36,26.3,93,29.96,5,16.1,0.03,New York
A-3730881,2,33.74405,-84.38681,Atlanta,Fulton,GA,62,62,90,28.95,1,7,0,Georgia
A-1021852,2,42.960491,-83.632912,Grand Blanc,Genesee,MI,27,27,78,29.32,10,0,0,Michigan
A-955401,3,32.914043,-96.869408,Dallas,Dallas,TX,52,52,94,29.32,10,7,0,Texas
A-763363,3,34.066643,-81.022469,Columbia,Richland,SC,73,73,31,29.78,10,12,0,South Carolina
A-3246100,2,35.834962,-78.335946,Zebulon,Wake,NC,28,28,100,30.21,10,0,0,North Carolina
A-1359930,3,38.97121,-94.776138,Lenexa,Johnson,KS,80,80,67,28.75,10,7,0,Kansas
A-3202779,2,33.444257,-112.108286,Phoenix,Maricopa,AZ,44,44,35,28.99,10,3,0,Arizona
A-3700324,2,32.978844,-117.086641,San Diego,San Diego,CA,72,72,53,29.52,10,8,0,California
A-531827,2,43.21571,-77.49041,Webster,Monroe,NY,27,17,81,29.69,1,10,0,New York
A-3611669,2,37.78829,-121.2827,Lathrop,San Joaquin,CA,72,72,48,30.01,10,10,0,California
A-2964480,2,28.495819,-81.434958,Orlando,Orange,FL,83,83,54,29.88,10,17,0,Florida
A-823299,2,35.637341,-78.564857,Garner,Wake,NC,45,39,68,30.14,10,12,0,North Carolina
A-3415322,2,25.782526,-80.328684,Miami,Miami-Dade,FL,75,75,96,29.96,8,5,0.16,Florida
A-3601302,4,36.78808,-121.6788,Salinas,Monterey,CA,55,55,49,29.96,10,17,0,California
A-3673110,2,37.58389,-122.4065,Burlingame,San Mateo,CA,52,52,69,30.03,10,3,0,California
A-1045027,2,30.398954,-97.845192,Austin,Travis,TX,82,82,29,28.69,10,6,0,Texas
A-3853029,2,28.69334,-81.38876,Longwood,Seminole,FL,79,79,88,29.93,10,6,0,Florida
A-1233306,2,40.689751,-73.567558,Merrick,Nassau,NY,72,72,68,29.84,10,7,0,New York
A-3833500,2,38.478203,-121.426867,Sacramento,Sacramento,CA,63,63,50,29.95,10,0,0,California
A-4200136,3,40.278947,-86.12718,Tipton,Tipton,IN,65,65,61,29.08,10,9,0,Indiana
A-4199174,2,40.574003,-111.89999,Sandy,Salt Lake,UT,83,83,26,25.83,10,6,0,Utah
A-3845526,2,42.42297,-122.82352,Central Point,Jackson,OR,58,58,67,28.82,10,5,0,Oregon
A-3488167,2,35.31762,-80.77627,Charlotte,Mecklenburg,NC,64,64,30,29.46,10,10,0,North Carolina
A-891855,2,42.925659,-83.612732,Grand Blanc,Genesee,MI,29,23,89,29.39,7,6,0,Michigan
A-1175363,3,38.123291,-122.229546,Vallejo,Solano,CA,80,80,32,29.84,10,12,0,California
A-1441190,2,37.693218,-122.052116,Castro Valley,Alameda,CA,58,58,72,30.02,10,0,0,California
A-595380,3,38.837173,-77.218285,Annandale,Fairfax County,VA,77,77,94,30.05,10,0,0,Virginia
A-889249,3,26.275082,-80.125084,Pompano Beach,Broward,FL,76,76,71,30.28,7,26,0,Florida
A-4223321,2,42.755742,-71.225774,Salem,Rockingham,NH,89,89,53,29.55,10,9,0,New Hampshire
A-3654641,1,30.15228,-82.03264,Jacksonville,Clay,FL,66,66,64,30.01,10,7,0,Florida
A-3224342,2,32.967737,-96.721008,Richardson,Dallas,TX,41,33,93,28.93,10,14,0,Texas
A-1157102,2,34.236408,-117.294884,Crestline,San Bernardino,CA,44,44,79,28.85,10,3,0,California
A-3841216,2,44.35905,-121.61367,Sisters,Deschutes,OR,35,35,89,27.02,7,3,0,Oregon
A-1209539,2,25.687515,-80.349709,Miami,Miami-Dade,FL,86,86,72,30.06,10,16,0,Florida
A-901684,3,39.290756,-84.442032,Cincinnati,Hamilton,OH,34,25,52,29.86,10,12,0,Ohio
A-2972840,2,45.678985,-118.859101,Pendleton,Umatilla,OR,29,20,100,28.22,0.25,10,0,Oregon
A-846576,2,43.010391,-75.439568,Deansboro,Oneida,NY,38,33,76,29.36,10,7,0,New York
A-1390673,2,33.49371,-112.281036,Phoenix,Maricopa,AZ,79,79,21,28.64,10,12,0,Arizona
A-810675,2,37.425701,-121.916634,Milpitas,Santa Clara,CA,62,62,75,29.93,10,0,0,California
A-768792,3,30.23361,-97.740463,Austin,Travis,TX,62,62,67,29.58,10,13,0,Texas
A-3063963,2,37.742854,-122.198213,Oakland,Alameda,CA,48,48,80,30.19,10,3,0,California
A-3162624,2,42.981739,-85.691687,Grand Rapids,Kent,MI,35,31,61,29.37,10,5,0,Michigan
A-701849,3,39.017052,-77.1008,Bethesda,Montgomery,MD,73,73,93,30.03,10,0,0,Maryland
A-3274473,2,25.785602,-80.214287,Miami,Miami-Dade,FL,80,80,71,29.93,10,14,0,Florida
A-2997318,2,38.462195,-121.447408,Sacramento,Sacramento,CA,65,65,28,29.64,10,3,0,California
A-3248487,2,40.358477,-78.430179,East Freedom,Blair,PA,56,56,90,28.44,5,9,0,Pennsylvania
A-4085376,2,33.13426,-97.20514,Denton,Denton,TX,32,19.8,96,30.29,6,20.7,0.04,Texas
A-1363253,2,34.029327,-118.200989,Los Angeles,Los Angeles,CA,65,65,75,29.71,10,0,0,California
A-4177560,2,36.629875,-79.88157,Martinsville,Henry,VA,62,62,65,29.27,10,0,0,Virginia
A-3751805,2,44.63074,-94.37611,Brownton,McLeod,MN,34,28,100,28.59,1,7,0,Minnesota
A-856526,2,37.65514,-122.434349,South San Francisco,San Mateo,CA,52,52,83,30.06,9,8,0,California
A-4178095,3,28.5972,-81.25231,Orlando,Orange,FL,66,66,87,29.99,10,3,0,Florida
A-737916,3,41.635811,-88.161911,Plainfield,Will,IL,59,59,97,29.34,10,0,0,Illinois
A-3412103,2,39.260956,-121.082404,Nevada City,Nevada,CA,39,39,61,26.81,10,0,0,California
A-2980642,2,36.188337,-80.211641,Winston Salem,Forsyth,NC,49,49,93,29.05,10,0,0,North Carolina
A-2977661,2,40.986292,-78.302429,Woodland,Clearfield,PA,35,29,76,28.3,10,7,0,Pennsylvania
A-3137619,2,40.742689,-74.21446,Newark,Essex,NJ,39,31,55,30.32,10,14,0,New Jersey
A-1218847,2,29.356661,-98.516289,San Antonio,Bexar,TX,99,99,30,29.24,10,9,0,Texas
A-1049104,2,35.321289,-80.940681,Charlotte,Mecklenburg,NC,75,75,48,29.4,10,6,0,North Carolina
A-1107791,3,38.958946,-77.188995,Mc Lean,Fairfax County,VA,55,55,86,30.05,9,9,0.03,Virginia
A-3584143,3,27.92295,-82.40189,Tampa,Hillsborough,FL,86,86,45,30.18,10,8,0,Florida
A-1431225,3,35.460766,-97.575974,Oklahoma City,Oklahoma,OK,81,81,72,28.3,10,21,0,Oklahoma
A-3685419,2,40.23778,-111.68886,Provo,Utah,UT,38,29,57,25.33,10,15,0,Utah
A-3701210,2,34.068283,-118.150994,Alhambra,Los Angeles,CA,64,64,67,29.75,10,0,0,California
A-1370724,2,33.911858,-84.357521,Atlanta,Fulton,GA,88,88,57,28.96,10,15,0,Georgia
A-3604474,2,26.16712,-80.11673,Fort Lauderdale,Broward,FL,81,81,60,30.01,10,10,0,Florida
A-1400812,3,29.600624,-95.464584,Houston,Harris,TX,70,70,100,29.73,5,8,0.01,Texas
A-2861714,2,38.26089,-85.73661,Louisville,Jefferson,KY,34,26,75,30.09,10,10.4,0,Kentucky
A-851284,2,36.182129,-86.819344,Nashville,Davidson,TN,76,76,46,29.45,10,6,0,Tennessee
A-1204595,2,34.625729,-82.603806,Anderson,Anderson,SC,72,72,78,29.32,10,3,0,South Carolina
A-1452072,3,44.996761,-93.283432,Minneapolis,Hennepin,MN,37,29,89,29.2,10,12,0,Minnesota
A-3169285,2,30.199455,-97.806227,Austin,Travis,TX,43,43,80,29.43,10,0,0,Texas
A-1254127,3,36.141048,-86.719299,Nashville,Davidson,TN,89,89,52,29.34,10,3,0,Tennessee
A-3054501,2,30.422983,-87.327788,Pensacola,Escambia,FL,76,76,52,30.1,10,21,0,Florida
A-606785,2,44.365566,-92.799591,Zumbrota,Goodhue,MN,43,43,87,28.85,10,0,0,Minnesota
A-3315962,2,44.954373,-93.271146,Minneapolis,Hennepin,MN,43,35,47,28.75,10,18,0,Minnesota
A-3022585,4,44.951494,-93.119119,Saint Paul,Ramsey,MN,-2,-23,63,29.17,10,16,0,Minnesota
A-1121608,2,32.088329,-81.277306,Pooler,Chatham,GA,31,20,67,30.26,10,15,0,Georgia
A-718914,3,40.380173,-76.661171,Grantville,Dauphin,PA,66,66,91,29.58,7,7,0.04,Pennsylvania
A-3844027,2,37.357905,-122.265237,Redwood City,San Mateo,CA,52,52,88,30,10,0,0,California
A-3147120,2,38.578971,-121.465545,Sacramento,Sacramento,CA,49,47,44,30.1,10,5,0,California
A-1243858,2,35.323502,-80.803802,Charlotte,Mecklenburg,NC,72,72,64,29.36,10,0,0,North Carolina
A-3555497,2,34.84721,-82.44772,Greenville,Greenville,SC,62,62,78,29.09,10,12,0,South Carolina
A-3665867,2,38.1302,-85.84785,Louisville,Jefferson,KY,74,74,45,29.38,10,14,0,Kentucky
A-788540,3,39.007374,-94.694038,Shawnee,Johnson,KS,86,86,43,28.99,10,14,0,Kansas
A-800977,3,28.870174,-81.285294,Debary,Volusia,FL,81,81,85,29.96,10,10,0.02,Florida
A-3671777,2,48.28184,-95.53125,Grygla,Beltrami,MN,32,20,85,28.16,10,18,0,Minnesota
A-3466754,4,40.67327,-74.32934,Westfield,Union,NJ,54,54,94,30.03,3,9,0,New Jersey
A-616534,4,33.499664,-86.814514,Birmingham,Jefferson,AL,67,67,90,29.23,2,13,0.08,Alabama
A-652017,3,40.86367,-74.415085,Parsippany,Morris,NJ,73,73,69,30.01,10,7,0,New Jersey
A-3420859,2,40.692246,-73.550485,Bellmore,Nassau,NY,46,42,50,30.42,10,7,0,New York
A-555517,2,34.919144,-87.836617,Florence,Lauderdale,AL,65,65,78,29.3,10,9,0,Alabama
A-1043156,2,33.992809,-118.12616,Montebello,Los Angeles,CA,59,59,78,29.84,10,0,0,California
A-912062,3,35.363869,-80.840523,Charlotte,Mecklenburg,NC,57,57,94,29.17,2,12,0,North Carolina
A-1480651,2,41.082878,-80.677551,Youngstown,Mahoning,OH,60,60,90,28.29,7,12,0,Ohio
A-1143107,3,30.46166,-91.166786,Baton Rouge,East Baton Rouge,LA,73,73,76,29.98,10,8,0,Louisiana
A-2481308,2,44.828522,-123.229393,Independence,Polk,OR,44.1,42.5,93,29.64,6,3.5,0,Oregon
A-3502060,4,35.88791,-80.52139,Mocksville,Davie,NC,62,62,100,29.08,10,9,0.04,North Carolina
A-3307730,2,32.134044,-110.93872,Tucson,Pima,AZ,64,64,14,27.24,10,7,0,Arizona
A-3592846,2,35.37709,-97.56558,Oklahoma City,Oklahoma,OK,53,53,89,28.66,10,14,0,Oklahoma
A-1045994,2,42.391399,-71.013161,East Boston,Suffolk,MA,59,59,67,30.29,10,17,0,Massachusetts
