ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-4095173,Bing,,2,15-01-2018 07:00,15-01-2018 13:00,42.04187,-88.03085,42.0305,-88.03111,0.786,At IL-72/Higgins Rd/Exit 1 - Accident.,,IL-53 S,R,Schaumburg,Cook,IL,60173,US,US/Central,KPWK,15-01-2018 06:52,19.9,10.1,89,30.18,1.8,SSE,8.1,0,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-3232629,Bing,,2,35:30.0,37:16.0,27.937659,-82.288477,27.937622,-82.284811,0.224,Stationary traffic on FL-60 from Lakewood Dr (FL-60) to Pinewood Ave/Lithia Pinecrest Rd (FL-60) due to accident.,299, W Brandon Blvd,L,Brandon,Hillsborough,FL,33511,US,US/Eastern,KVDF,02-10-2020 11:35,79,79,54,30.01,10,NE,3,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3924013,Bing,,2,10-01-2019 18:20,10-01-2019 22:20,45.53598,-122.66773,45.53509,-122.66697,0.072,At Broadway/Exit 302 - Accident.,1918, N Vancouver Ave,R,Portland,Multnomah,OR,97227-1916,US,US/Pacific,KPDX,10-01-2019 17:53,46,44.8,79,30.05,10,NNW,3.5,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-3442576,Bing,,2,23-05-2020 00:09,24-05-2020 02:33,37.336621,-121.933604,37.336621,-121.933604,0,At N Bascom Ave - Accident.,,I-880 S,R,San Jose,Santa Clara,CA,95126,US,US/Pacific,KSJC,23-05-2020 00:53,57,57,72,29.88,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-136714,MapQuest,201,2,10-08-2016 08:00,10-08-2016 08:30,28.539539,-81.244217,,,0,Accident on Lake Underhill Rd at Dean Rd.,,Lake Underhill Rd,R,Orlando,Orange,FL,32825,US,US/Eastern,KORL,10-08-2016 07:53,75.9,,91,30.11,10,East,6.9,,Clear,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-3828076,Bing,,2,01-11-2019 11:19,01-11-2019 12:30,41.17209,-112.0196,41.17084,-112.01992,0.088,At UT-26/Exit 339 - Accident.,,I-15 S,R,Ogden,Weber,UT,84405,US,US/Mountain,KOGD,01-11-2019 10:53,34,34,37,25.85,10,NW,3,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3477277,Bing,,2,06-05-2020 15:34,06-05-2020 16:05,36.680459,-119.744631,36.680459,-119.744631,0,At Central Ave - Accident.,,CA-99 S,R,Fresno,Fresno,CA,93725,US,US/Pacific,KFAT,06-05-2020 15:53,82,82,27,29.68,10,NW,9,0,Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2723273,Bing,,2,12-04-2016 18:08,13-04-2016 00:08,34.205523,-118.413925,34.205478,-118.413901,0.003,At Saticoy St - Accident.,7430, Coldwater Canyon Ave,R,North Hollywood,Los Angeles,CA,91605-3501,US,US/Pacific,KBUR,12-04-2016 17:53,69.1,,44,30.07,10,South,10.4,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2147471,MapQuest,241,3,23-05-2018 02:47,23-05-2018 03:16,34.298515,-117.457085,,,0,#1 lane blocked due to accident on I-15 Northbound before Exit 129 Cajon Blvd.,,I-15 N,R,San Bernardino,San Bernardino,CA,92407,US,US/Pacific,KSBD,23-05-2018 02:40,59.9,,71,29.93,10,WSW,3.5,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-1234855,MapQuest,201,2,23-08-2019 17:49,23-08-2019 19:19,29.689133,-95.555969,,,0,Accident on Beechnut St Eastbound near TX-8-BELTWAY Sam Houston Pkwy.,9943,Beechnut St,L,Houston,Harris,TX,77036-6515,US,US/Central,KMCJ,23-08-2019 17:53,82,82,82,29.82,10,SE,8,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3104628,Bing,,2,12-11-2020 04:15,12-11-2020 07:30,34.06812,-84.610959,34.07917,-84.647619,2.233,Incident on I-75 NB near GA-92 Left lane blocked.,,I-75 N,R,Acworth,Cobb,GA,30102,US,US/Eastern,KRYY,12-11-2020 04:33,64,64,100,28.78,1,VAR,5,0,Fog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-3695132,Bing,,2,20-01-2020 19:57,20-01-2020 22:10,34.143328,-118.278084,34.143328,-118.278084,0,At Zoo Dr - Accident.,,Golden State Fwy N,R,Los Angeles,Los Angeles,CA,90027,US,US/Pacific,KCQT,20-01-2020 19:52,60,60,67,29.86,10,CALM,0,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-709598,MapQuest,201,2,30-07-2020 09:14,30-07-2020 10:05,30.424265,-91.15078,,,0,Accident on I-10 Westbound at Exit 157B LA-427 Acadian Thwy.,,S Acadian Trwy,R,Baton Rouge,East Baton Rouge,LA,70808,US,US/Central,KBTR,30-07-2020 08:53,83,83,85,29.99,8,SW,9,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2139872,MapQuest,201,3,20-05-2018 02:26,20-05-2018 03:10,34.266998,-118.443596,,,0,Accident on I-5 Northbound before Laurel Canyon Blvd.,,I-5 N,R,Mission Hills,Los Angeles,CA,91345,US,US/Pacific,KWHP,20-05-2018 07:55,59,,82,29.97,9,ESE,5.8,,Overcast,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-1824158,MapQuest,201,2,16-10-2018 07:24,16-10-2018 07:54,40.18594,-75.142166,,,0,Accident on Maple Ave at PA-463 Horsham Rd.,502,Horsham Rd,R,Horsham,Montgomery,PA,19044,US,US/Eastern,KLOM,16-10-2018 07:15,46.4,45.2,71,30.17,10,NW,3.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1096397,MapQuest,201,2,01-11-2019 10:40,01-11-2019 11:40,34.93462,-82.001389,,,0,Accident on Franklin Ave at Peachwood Centre Dr.,100,Peachwood Centre Dr,R,Spartanburg,Spartanburg,SC,29301-2571,US,US/Eastern,KSPA,01-11-2019 10:35,43,38,61,29.4,10,N,8,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3142215,Bing,,2,17-09-2020 18:44,17-09-2020 23:32,34.837801,-82.487626,34.839949,-82.483357,0.284,Incident on OLD EASLEY HWY near SIMPSON DR Expect delays.,1464, Old Easley Hwy,L,Easley,Pickens,SC,29640-9320,US,US/Eastern,KLQK,17-09-2020 18:35,69,69,100,28.69,5,NE,9,0.01,Drizzle,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2166742,MapQuest,201,2,03-04-2018 07:09,03-04-2018 07:38,32.412552,-93.814598,,,0,Accident on Walker Rd both ways at Mackey Ln.,8976,Walker Rd,R,Shreveport,Caddo,LA,71118-2032,US,US/Central,KSHV,03-04-2018 06:56,68,,93,29.75,10,South,11.5,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2680596,MapQuest,241,3,14-08-2017 06:04,14-08-2017 06:33,33.351311,-117.523407,,,0,#1 lane blocked due to accident on I-5 Northbound at Check point.,,I-5 N,R,San Clemente,San Diego,CA,92672,US,US/Pacific,KNXF,14-08-2017 05:56,66.9,,81,30.16,7,North,,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-490273,MapQuest,201,2,05-06-2017 15:59,05-06-2017 16:45,47.734093,-122.328896,,,0.01,Right lane blocked due to accident on WA-523 145th St Westbound at 1st Ave.,14498,1st Ave NE,R,Seattle,King,WA,98125,US,US/Pacific,KBFI,05-06-2017 15:53,71.1,,39,30.08,10,WNW,9.2,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-261418,MapQuest,222,2,01-12-2016 19:56,01-12-2016 20:25,30.418976,-97.747017,,,0.01,Queueing traffic due to accident on Research Blvd Southbound at Duval Rd.,,Duval Rd,R,Austin,Travis,TX,78759,US,US/Central,KATT,01-12-2016 19:51,57.9,,42,30.05,10,ESE,3.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Night,Night,Night
A-979793,MapQuest,201,3,02-01-2020 17:16,02-01-2020 18:32,32.5065,-84.950127,,,0,Accident on I-185 Southbound at Exits 7 7A 7B GA-85.,,GA-411 S,R,Columbus,Muscogee,GA,31909,US,US/Eastern,KCSG,02-01-2020 17:24,56,56,80,29.44,10,E,6,0,Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1208394,MapQuest,241,2,10-09-2019 08:36,10-09-2019 09:05,47.61544,-122.330772,,,0,Right lane blocked due to accident on Boren Ave Northbound at Olive Way.,1100,Olive Way,L,Seattle,King,WA,98101-1812,US,US/Pacific,KBFI,10-09-2019 08:53,62,62,80,29.92,10,SSW,5,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-3122016,Bing,,2,09-12-2020 00:07,09-12-2020 02:11,32.3005,-95.294749,32.294877,-95.296227,0.398,Incident on DONNYBROOK AVE near SHILOH RD Drive with caution.,,Donny Brook Dr,R,Tyler,Smith,TX,75703,US,US/Central,KTYR,09-12-2020 00:53,42,39,73,29.57,10,SSW,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-3490230,Bing,,4,13-05-2020 23:18,14-05-2020 00:18,40.70239,-73.86047,40.70239,-73.86047,0,At Metropolitan Ave/Exit 6 - Accident.,,Jackie Robinson Pkwy N,R,Ridgewood,Queens,NY,11385,US,US/Eastern,KLGA,13-05-2020 22:51,54,54,62,30.27,10,ESE,6,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-3262680,Bing,,2,19-12-2020 14:25,19-12-2020 16:27,30.430012,-81.575627,30.433647,-81.580031,0.363,Incident on I-295 NB near ALTA DR Left shoulder closed.,,E Beltway N,R,Jacksonville,Duval,FL,32226,US,US/Eastern,KJAX,19-12-2020 13:56,61,61,72,30.23,10,NNE,14,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-562471,MapQuest,201,2,20-11-2020 01:51,20-11-2020 03:33,33.935902,-117.404694,,,0,Accident on CA-91 Westbound at Madison St.,,CA-91 E,R,Riverside,Riverside,CA,92504,US,US/Pacific,KRAL,20-11-2020 01:53,53,53,74,29.21,10,NE,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-1712539,MapQuest,201,2,20-12-2018 18:35,20-12-2018 19:05,30.461571,-91.03981,,,0,Accident on Florida Blvd at Shelby Dr.,12888,Florida Blvd,R,Baton Rouge,East Baton Rouge,LA,70815-2953,US,US/Central,KBTR,20-12-2018 18:53,50,,86,29.7,10,West,9.2,0,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-1818806,MapQuest,201,3,12-10-2018 15:26,12-10-2018 15:55,30.430031,-91.056488,,,0,Accident on I-12 Eastbound at Exit 4 Sherwood Forest Blvd.,,S Sherwood Forest Blvd,R,Baton Rouge,East Baton Rouge,LA,70816,US,US/Central,KBTR,12-10-2018 15:53,79,,40,29.93,9,Variable,3.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2767623,Bing,,2,24-10-2016 06:42,24-10-2016 12:42,35.04054,-80.86158,35.040541,-80.861555,0.001,At Lancaster Hwy/Old Lancaster Hwy - Accident.,15200, Lancaster Hwy,L,Pineville,Mecklenburg,NC,28134-8132,US,US/Eastern,KCLT,24-10-2016 06:52,46,44.8,79,30.16,10,South,3.5,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Night,Day,Day
A-2034672,MapQuest,201,3,29-07-2018 02:50,29-07-2018 03:19,33.802711,-118.120361,,,0,Right hand shoulder blocked due to accident on I-405 Northbound at Bellflower Blvd.,,I-405 N,R,Long Beach,Los Angeles,CA,90815,US,US/Pacific,KLGB,29-07-2018 02:53,70,,84,29.95,10,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-3059516,Bing,,2,03-11-2020 22:44,04-11-2020 00:48,41.483177,-78.662551,41.481482,-78.666098,0.218,Incident on PA-255 NB near E AVE Drive with caution.,308, Powers Ave,R,Johnsonburg,Elk,PA,15845-2012,US,US/Eastern,KBFD,03-11-2020 22:53,44,42,53,27.93,10,VAR,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-1947511,MapQuest,241,3,13-08-2018 04:04,13-08-2018 04:33,35.003574,-104.522804,,,0,One lane blocked due to accident on I-40 Eastbound after Exit 284.,,Historic US 66 E,R,Cuervo,Guadalupe,NM,88417,US,US/Mountain,KTCC,13-08-2018 03:53,64,,84,29.91,10,SW,5.8,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-3809564,Bing,,2,18-10-2019 08:43,18-10-2019 09:36,34.11334,-118.24432,34.11334,-118.24432,0,At San Fernando Rd - Accident.,,N San Fernando Rd,R,Los Angeles,Los Angeles,CA,90065,US,US/Pacific,KCQT,18-10-2019 08:52,67,67,66,29.74,9,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-3851304,Bing,,2,02-10-2019 15:31,02-10-2019 17:08,34.053056,-117.785207,34.053056,-117.785207,0,At W Temple Ave - Accident.,1926, W Mission Blvd,L,Pomona,Los Angeles,CA,91766-1037,US,US/Pacific,KPOC,02-10-2019 15:47,84,84,15,28.81,10,WNW,6,,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-2794689,Bing,,2,18-08-2016 10:26,18-08-2016 16:26,25.79319,-80.20552,25.78472,-80.20203,0.624,At I-395/SR-836/Exit 2/Exit 3 - Accident.,,I-95 S,R,Miami,Miami-Dade,FL,33136,US,US/Eastern,KMIA,18-08-2016 10:53,89.1,,63,30.11,10,East,13.8,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2550806,MapQuest,201,2,16-10-2017 08:50,16-10-2017 09:35,36.087749,-79.784447,,,0,Accident on US-220 Wendover Ave at Church St.,418,E Wendover Ave,R,Greensboro,Guilford,NC,27401-1106,US,US/Eastern,KGSO,16-10-2017 08:54,57,,100,30.06,2.5,North,9.2,0.07,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-3848012,Bing,,2,30-09-2019 08:26,30-09-2019 12:26,45.40098,-122.57277,45.394859,-122.57529,0.44,At 82nd Dr/Exit 11 - Accident.,,I-205 N,R,Clackamas,Clackamas,OR,97015,US,US/Pacific,KTTD,30-09-2019 08:53,49,45,61,30.01,10,ENE,8,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3735862,Bing,,2,22-02-2020 10:48,22-02-2020 12:30,38.01563,-109.34976,38.01563,-109.34976,0,At Peters Spg - Accident.,,US-191 N,R,Monticello,San Juan,UT,84535,US,US/Mountain,K4BL,22-02-2020 10:55,46,46,48,24.35,10,CALM,0,,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-868892,MapQuest,201,2,24-04-2020 18:58,24-04-2020 19:42,33.502022,-82.060661,,,0,Accident on Skinner Mill Rd both ways around Brigham Trl.,,Skinner Mill Rd,R,Augusta,Richmond,GA,30909,US,US/Eastern,KDNL,24-04-2020 18:53,77,77,48,29.31,10,WNW,7,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-508788,MapQuest,201,2,13-07-2017 12:40,13-07-2017 13:20,29.724762,-95.387886,,,0,Accident on San Jacinto St at Binz St.,1187,Binz St,L,Houston,Harris,TX,77004-6901,US,US/Central,KMCJ,13-07-2017 12:35,93.2,,44,30.08,10,SE,6.9,,Mostly Cloudy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-2369397,MapQuest,201,3,13-01-2018 11:52,13-01-2018 12:36,32.661957,-96.726608,,,0,Left lane blocked due to accident on I-20 Westbound at Exits 473A 473B 473C 474 I-45.,,LBJ Fwy W,R,Dallas,Dallas,TX,75241,US,US/Central,KRBD,13-01-2018 11:53,39.9,32.9,31,30.63,10,North,11.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3514536,Bing,,4,22-06-2020 20:31,22-06-2020 21:51,45.12896,-123.06154,45.09868,-123.06696,2.109,Closed at SE Lafayette Hwy - Road closed due to accident.,,SE Wallace Rd,R,Salem,Yamhill,OR,97304,US,US/Pacific,KSLE,22-06-2020 20:56,78,78,42,29.79,10,NNE,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3790970,Bing,,2,04-10-2019 20:23,04-10-2019 23:36,43.61653,-92.94952,43.61511,-92.94953,0.098,At CR-4/175 St/49th Ave SE - Accident.,54999, 180th St,L,Austin,Mower,MN,55912-5970,US,US/Central,KAUM,04-10-2019 20:16,50,50,66,28.88,10,ESE,9,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-1179643,MapQuest,201,2,24-09-2019 16:33,24-09-2019 17:32,42.013729,-73.906288,,,0,Right hand shoulder blocked due to accident on NY-9G Northbound at Kelly Rd.,4407,Route 9G,R,Red Hook,Dutchess,NY,12571-3735,US,US/Eastern,KPOU,24-09-2019 16:53,70,70,47,29.61,10,NNW,10,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-214957,MapQuest,203,2,25-08-2016 08:03,25-08-2016 08:33,42.503689,-71.10257,,,0,Multi-vehicle accident on 128 Southbound at MA-28 Main St.,,MA-128 S,R,Reading,Middlesex,MA,1867,US,US/Eastern,KBVY,25-08-2016 07:53,71.1,,87,30.08,10,SW,8.1,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1400719,MapQuest,241,3,11-05-2019 11:50,11-05-2019 12:20,32.965794,-96.91787,,,0,Lane blocked due to accident on I-35E Northbound at Whitlock Ln.,,I-35E N,R,Carrollton,Dallas,TX,75006,US,US/Central,KADS,11-05-2019 12:47,59,59,88,29.23,10,NNW,9,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-372560,MapQuest,241,3,02-03-2017 07:45,02-03-2017 08:15,41.773029,-72.583153,,,0.01,Lane blocked due to accident on I-84 Westbound at Exit 59 I-384.,,I-384 W,R,East Hartford,Hartford,CT,6118,US,US/Eastern,KHFD,02-03-2017 07:53,48,,39,29.47,10,West,25.3,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-666823,MapQuest,241,3,29-10-2020 10:59,29-10-2020 11:58,40.022789,-75.036133,,,4.289999962,Lane blocked due to accident on I-95 Southbound between Academy Rd and Cottman Ave.,,I-95 N,R,Philadelphia,Philadelphia,PA,19135,US,US/Eastern,KPNE,29-10-2020 10:54,54,54,93,29.66,5,ENE,9,0.19,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2993499,Bing,,2,20-12-2020 16:22,20-12-2020 18:47,34.069804,-117.972677,34.069778,-117.972423,0.015,OCRD VINCENT ONR WB 10 BT 81-105. TC OCCRD VINCENT ONR / WB 10,13922, Garvey Ave,R,Baldwin Park,Los Angeles,CA,91706,US,US/Pacific,KEMT,20-12-2020 15:53,82,82,9,29.92,10,W,6,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2925356,Bing,,2,19-05-2017 06:48,19-05-2017 12:48,33.99601,-118.14553,33.99847,-118.14719,0.195,At Washington Blvd/Exit 128B - Accident.,,Santa Ana Fwy S,R,Los Angeles,Los Angeles,CA,90040,US,US/Pacific,KCQT,19-05-2017 06:47,64,,65,29.91,10,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1275747,MapQuest,201,2,17-07-2019 17:22,17-07-2019 19:20,39.226006,-76.84549,,,0,Right hand shoulder blocked due to accident on US-29 Columbia Pike Northbound at Exits 20A 20B MD-175.,,Columbia Pike,R,Columbia,Howard,MD,21045,US,US/Eastern,KBWI,17-07-2019 16:54,96,96,46,29.68,9,S,7,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3039148,Bing,,2,14-11-2020 15:33,15-11-2020 01:04,34.165353,-79.764588,34.166415,-79.765107,0.079,Stationary traffic on US-52 W - SC-51 from W Wakefield Ave / E Wakefield Ave to Greenland Dr due to accident.,1508, S Irby St,L,Florence,Florence,SC,29505-3408,US,US/Eastern,KFLO,14-11-2020 15:53,69,69,57,30,10,ENE,6,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3029473,Bing,,2,20-09-2020 00:34,20-09-2020 04:18,32.340065,-111.089538,32.34375,-111.093071,0.328,Incident on N SILVERBELL RD near N SILVERBELL RD Expect delays.,7293, N Silverbell Rd,L,Tucson,Pima,AZ,85743,US,US/Mountain,KRYN,20-09-2020 06:45,77,77,24,27.46,10,CALM,0,,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-899507,MapQuest,201,2,16-01-2020 07:03,16-01-2020 09:21,37.289082,-77.595963,,,0,Accident on VA-602 River Rd at Ivey Mill Rd.,11791,River Rd,L,Chesterfield,Chesterfield,VA,23838-4138,US,US/Eastern,KFCI,16-01-2020 06:56,58,58,97,29.73,10,W,7,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-4020961,Bing,,4,10-07-2018 16:44,10-07-2018 22:44,42.25742,-73.92096,42.26257,-73.93563,0.83,Closed at CR-46/Cairo Junction Rd - Road closed due to accident.,5, Mile Woods Rd,R,Catskill,Greene,NY,12414,US,US/Eastern,KPSF,10-07-2018 16:54,84,,41,29.81,10,West,8.1,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
