ID,Severity,Start_Lat,Start_Lng,City,County,State,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Speed(mph),Precipitation(in)
A-2902624,2,30.53267,-87.23992,Pensacola,Escambia,FL,73,,68,30.25,10,4.6,
A-1203380,3,30.445475,-91.179199,Baton Rouge,East Baton Rouge,LA,93,93,47,29.9,10,6,0
A-1543722,2,33.048641,-80.553864,Round O,Colleton,SC,53.6,,100,29.96,10,,
A-2588755,3,33.624226,-114.433846,Cibola,La Paz,AZ,81,,74,29.87,10,6.9,
A-1642647,2,37.723621,-122.401337,San Francisco,San Francisco,CA,48,,74,29.81,10,15,
A-1640342,3,34.058125,-118.214256,Los Angeles,Los Angeles,CA,52,,89,29.96,3,5.8,0.16
A-1916318,2,42.190399,-122.701752,Ashland,Jackson,OR,50,,57,30.02,9,,
A-1003379,2,29.564831,-98.586128,San Antonio,Bexar,TX,66,66,40,29.34,10,5,0
A-3083766,2,38.386702,-122.815301,Sebastopol,Sonoma,CA,38,38,93,29.98,8,3,0
A-2100154,3,29.776785,-95.272026,Houston,Harris,TX,75.9,,82,30.03,10,10.4,
A-2293346,3,33.790768,-118.099365,Long Beach,Los Angeles,CA,77,,40,30,10,5.8,
A-1265787,2,37.57991,-77.403152,Richmond,Henrico,VA,92,92,55,29.62,10,14,0
A-1622853,2,37.419102,-121.958542,San Jose,Santa Clara,CA,54,,64,29.9,10,10.4,
A-2673525,2,29.733606,-95.382126,Houston,Harris,TX,82.4,,84,30.05,7,3.5,
A-782876,2,30.36657,-91.06955,Baton Rouge,East Baton Rouge,LA,85,85,65,29.9,10,13,0
A-1295967,2,34.219418,-119.075005,Camarillo,Ventura,CA,60,60,90,29.86,4,3,0
A-3829060,2,33.084274,-117.298304,Encinitas,San Diego,CA,70,70,33,29.68,10,3,0
A-2755428,4,25.97209,-80.25248,Hollywood,Broward,FL,75,,76,30.14,10,10.4,
A-1470836,3,33.7397,-84.3283,Atlanta,DeKalb,GA,54,54,75,28.75,10,15,0
A-432647,2,30.306946,-97.750496,Austin,Travis,TX,86,,49,29.76,10,8.1,
A-880473,2,35.269634,-80.88327,Charlotte,Mecklenburg,NC,47,45,56,29.37,10,5,0
A-1496707,3,33.778721,-84.390709,Atlanta,Fulton,GA,81,81,50,29.12,10,9,0
A-620987,2,41.892509,-87.625381,Chicago,Cook,IL,53,53,89,29.11,10,8,0.01
A-3902708,2,39.185097,-78.132879,Winchester,Frederick,VA,59,,51,30.02,10,,
A-3930120,2,42.38771,-83.43563,Plymouth,Wayne,MI,18,2.6,57,30.45,10,17.3,
A-809932,2,34.661011,-79.559357,Mc Coll,Marlboro,SC,59,59,100,30,5,12,0.25
A-1370841,3,41.591438,-93.674797,Des Moines,Polk,IA,63,63,94,28.94,2,3,0.08
A-3658187,1,42.11792,-73.71463,Elizaville,Columbia,NY,39,34,89,29.61,5,7,0
A-3255499,2,33.754589,-117.851461,Santa Ana,Orange,CA,77,77,48,29.91,8,10,0
A-4160583,2,38.849324,-77.22027,Annandale,Fairfax County,VA,91.2,,52,29.89,10,9.2,
A-3180942,2,34.068574,-117.974744,Baldwin Park,Los Angeles,CA,68,68,47,29.98,10,6,0
A-75423,2,34.030472,-117.59333,Ontario,San Bernardino,CA,46.9,,100,30.05,8,4.6,
A-2702190,3,38.868732,-77.308899,Fairfax,Fairfax County,VA,80.1,,43,29.96,10,4.6,
A-311184,3,47.241123,-122.351425,Tacoma,Pierce,WA,43.3,,95,30.15,10,1.2,
A-1266383,2,30.255812,-92.014671,Lafayette,Lafayette,LA,82,82,85,29.84,10,12,0
A-4225127,2,45.57949,-118.5941,Pendleton,Umatilla,OR,67,67,52,28.43,10,18,0
A-1334899,2,32.721241,-86.65461,Billingsley,Chilton,AL,73,73,82,29.79,10,0,0
A-3485855,1,37.569,-77.47877,Richmond,Richmond City,VA,61,61,50,29.74,10,13,0
A-3277959,2,42.641233,-73.752089,Albany,Albany,NY,26,16,53,29.82,10,12,0
A-732849,2,37.704174,-121.735603,Livermore,Alameda,CA,100,100,17,29.45,10,14,0
A-3862856,2,34.155033,-118.310838,Los Angeles,Los Angeles,CA,74,74,66,29.75,10,0,0
A-874596,2,34.1213,-118.231094,Los Angeles,Los Angeles,CA,61,61,54,29.78,10,3,0
A-3353823,2,34.167374,-118.300464,Glendale,Los Angeles,CA,69,69,27,29.14,10,8,0
A-3549033,2,34.015721,-117.339941,Riverside,Riverside,CA,69,69,57,29.1,10,6,0
A-2260141,3,35.970448,-83.979492,Knoxville,Knox,TN,54,,100,29.53,4,6.9,
A-1871220,2,32.418728,-80.730553,Beaufort,Beaufort,SC,84.9,,80,30.16,10,6.9,
A-3068379,2,40.754392,-73.962507,New York,New York,NY,51,51,38,29.96,10,0,0
A-3310579,2,33.537751,-112.044084,Phoenix,Maricopa,AZ,67,67,33,28.8,10,3,0
A-3924870,3,27.422324,-82.57552,Bradenton,Manatee,FL,68,,76,30.17,10,,
A-3694807,2,39.340947,-120.342043,Soda Springs,Nevada,CA,42,38,53,24.71,10,6,0
A-3979562,3,26.13828,-80.41199,Fort Lauderdale,Broward,FL,88,,67,29.86,10,15,
A-1557101,2,30.953733,-87.822418,Bay Minette,Baldwin,AL,70,,87,30.04,10,8.1,0
A-2324368,2,30.652933,-88.246483,Mobile,Mobile,AL,68,,96,30.21,4,11.5,
A-29516,2,38.618324,-121.268181,Rancho Cordova,Sacramento,CA,82.4,,32,29.84,10,9.2,
A-1403472,2,29.736555,-95.584991,Houston,Harris,TX,81,81,49,29.8,10,10,0
A-1885956,2,30.250246,-81.535904,Jacksonville,Duval,FL,78.1,,93,30,10,5.8,0
A-654158,4,39.964317,-82.983025,Columbus,Franklin,OH,66,66,93,29.32,5,7,0
A-1325532,2,42.570572,-70.910736,Danvers,Essex,MA,72,72,68,29.75,10,13,0
A-4194318,2,43.271621,-70.960894,Rochester,Strafford,NH,48,48,86,29.33,10,0,0
A-3645315,2,33.85911,-117.71659,Anaheim,Orange,CA,70,,38,29.31,10,,0
A-2407927,3,38.910618,-77.218048,Falls Church,Fairfax County,VA,50,,57,30.37,10,,
A-744595,3,39.437931,-76.634216,Lutherville Timonium,Baltimore County,MD,,,,,,,
A-3259900,2,30.403212,-97.74806,Austin,Travis,TX,67,,81,29.16,10,,0
A-2583053,2,33.290909,-111.096771,Superior,Pinal,AZ,,,,,,,
A-3103728,2,43.151864,-77.614165,Rochester,Monroe,NY,32,22,56,29.27,10,14,0
A-3978947,2,27.95868,-82.45587,Tampa,Hillsborough,FL,82.4,,70,29.93,,3.5,
A-1523131,2,44.861687,-93.459023,Eden Prairie,Hennepin,MN,37,27.7,86,29.38,7,16.1,0
A-561285,2,25.889477,-80.209641,Miami,Miami-Dade,FL,73,73,71,30.23,10,16,0.01
A-3205721,2,35.086566,-80.815454,Charlotte,Mecklenburg,NC,60,60,49,29.58,10,5,0
A-1013808,2,29.742319,-95.418762,Houston,Harris,TX,50,50,61,30.46,10,13,0
A-1580319,2,40.333481,-76.423813,Lebanon,Lebanon,PA,26.6,,93,30.31,1.8,,
A-966157,2,45.559101,-122.654587,Portland,Multnomah,OR,31,31,85,30.22,10,0,0
A-4238221,2,47.61245,-122.18853,Bellevue,King,WA,62,62,84,29.99,4,5,0.02
A-1290561,2,40.730721,-73.459389,Farmingdale,Nassau,NY,75,75,64,30,10,7,0
A-1085783,3,33.910236,-84.364204,Atlanta,Fulton,GA,48,48,100,28.97,0.75,0,0
A-1164364,3,34.052246,-117.300964,Colton,San Bernardino,CA,84,84,12,28.63,10,9,0
A-3030444,2,26.454658,-81.822996,Fort Myers,Lee,FL,82,82,74,29.86,10,10,0
A-2542455,2,26.561794,-81.750374,Fort Myers,Lee,FL,87.1,,51,29.98,10,16.1,
A-2055311,3,39.006187,-120.991646,Applegate,Placer,CA,80.6,,32,30.03,10,6.9,
A-1882253,3,33.966518,-118.370972,Inglewood,Los Angeles,CA,69.1,,73,29.88,7,4.6,
A-2943447,2,34.10664,-117.96929,Baldwin Park,Los Angeles,CA,95,,26,29.98,10,6.9,
A-1901575,2,34.346954,-117.612213,Wrightwood,San Bernardino,CA,51.3,,33,29.72,10,5.8,
A-1258329,2,40.947163,-73.850418,Yonkers,Westchester,NY,81,81,61,29.45,10,6,0
A-773265,3,25.789356,-80.204559,Miami,Miami-Dade,FL,79,79,72,30.1,10,18,0
A-3005414,2,45.529319,-122.687031,Portland,Multnomah,OR,62,62,80,30.17,10,15,0
A-1735352,2,43.0336,-87.970139,Milwaukee,Milwaukee,WI,48.2,,87,29.79,3,17.3,
A-3021956,2,38.751214,-121.494337,Pleasant Grove,Sutter,CA,41,36,100,29.98,7,8,0
A-867823,2,29.68889,-95.58757,Houston,Harris,TX,79,79,50,29.69,10,18,0
A-3863368,2,45.561959,-122.67848,Portland,Multnomah,OR,60,60,64,29.87,10,9,0
A-1552576,3,43.096935,-76.047745,East Syracuse,Onondaga,NY,37,28.5,82,29.83,10,13.8,
A-2098662,3,38.310844,-85.845589,New Albany,Floyd,IN,81,,25,30.1,10,11.5,
A-2670954,2,36.046379,-86.65464,Antioch,Davidson,TN,68,,81,30.12,10,5.8,
A-856716,2,34.912876,-82.237137,Greer,Greenville,SC,53,53,86,29.08,5,5,0.02
A-3769825,2,37.900803,-121.221181,Stockton,San Joaquin,CA,57,57,77,30.13,10,0,0
A-2846853,3,33.87608,-118.12104,Bellflower,Los Angeles,CA,64.9,,78,29.93,10,3.5,
A-409746,3,27.991302,-82.371803,Tampa,Hillsborough,FL,86,,48,29.9,10,13.8,
A-327881,3,42.092453,-71.224602,Sharon,Norfolk,MA,30,,92,29.65,10,,
A-2882285,2,25.645116,-80.385498,Miami,Miami-Dade,FL,73.9,,71,30.05,10,5.8,
A-3885177,4,35.759333,-78.750793,Cary,Wake,NC,43,38.2,60,29.99,10,8.1,
A-765463,4,34.025249,-118.204941,Los Angeles,Los Angeles,CA,83,83,31,29.69,9,0,0
A-2076832,2,35.594666,-97.656219,Oklahoma City,Oklahoma,OK,82,,54,29.86,10,3.5,
A-727189,3,40.834332,-73.864792,Bronx,Bronx,NY,80,80,62,30,10,12,0
A-748209,3,39.242962,-104.878609,Larkspur,Douglas,CO,75,75,19,23.19,10,25,0
A-547428,3,41.758247,-87.625931,Chicago,Cook,IL,25,18,69,29.62,10,6,0
A-674916,3,40.946098,-90.333466,Galesburg,Knox,IL,67,67,99,29,10,6,0
A-2586975,3,41.819302,-71.389595,Providence,Providence,RI,61,,93,29.83,10,10.4,
A-3232704,2,38.489436,-121.449534,Sacramento,Sacramento,CA,54,54,41,29.86,10,0,0
A-1189107,3,41.809219,-87.631821,Chicago,Cook,IL,61,61,93,29.35,1,9,0.01
A-1871063,2,34.689541,-83.065063,Westminster,Oconee,SC,86,,57,30.17,10,4.6,
A-464260,2,34.157303,-118.682007,Calabasas,Los Angeles,CA,77,,50,29.81,10,10.4,
A-2255192,2,37.295681,-122.027115,San Jose,Santa Clara,CA,50,,83,29.9,10,4.6,0.02
A-9711,2,37.292198,-121.937386,Campbell,Santa Clara,CA,48.9,,93,29.98,4,6.9,0.02
A-478068,2,41.524094,-73.890106,Fishkill,Dutchess,NY,64,,75,29.99,10,3.5,
A-2558141,2,43.011326,-83.517525,Davison,Genesee,MI,55,,67,30,10,10.4,
A-1214231,2,35.086922,-82.239594,Landrum,Greenville,SC,73,73,81,29.12,10,0,0
A-931962,3,32.360802,-86.174881,Montgomery,Montgomery,AL,64,64,94,29.78,10,6,0
A-4152109,4,39.803722,-74.952685,Berlin,Camden,NJ,68,,100,30.07,10,,
A-1629210,3,33.436131,-111.889519,Mesa,Maricopa,AZ,55,,64,30.1,10,4.6,
A-2611079,2,39.776382,-84.232124,Dayton,Montgomery,OH,63,,90,29.95,10,3.5,0
A-2883832,3,38.58555,-90.217,Saint Louis,St. Louis City,MO,24.1,17,53,30.53,10,5.8,
A-3266012,2,34.262986,-119.232611,Ventura,Ventura,CA,51,51,96,30.03,9,3,0
A-858649,2,26.616896,-81.714752,Lehigh Acres,Lee,FL,84,84,74,29.93,8,15,0
A-3829000,2,35.267157,-119.109587,Bakersfield,Kern,CA,73,73,11,29.58,10,0,0
A-2940564,2,33.98817,-118.4049,Culver City,Los Angeles,CA,69.1,,63,29.96,10,8.1,
A-2614579,3,27.099121,-82.203346,North Port,Sarasota,FL,87.8,,75,29.96,10,8.1,
A-3655851,2,34.032062,-118.153565,Los Angeles,Los Angeles,CA,78,78,42,29.84,6,3,0
A-4087370,2,37.103741,-121.976109,Scotts Valley,Santa Cruz,CA,48.9,,100,30.03,10,5.8,
A-4171675,3,36.37834,-94.17129,Bentonville,Benton,AR,74,74,50,28.5,10,16,0
A-1094620,2,31.273556,-86.107811,Kinston,Coffee,AL,59,59,81,29.71,10,17,0
A-1791884,3,35.618958,-82.307495,Black Mountain,Buncombe,NC,69.1,,93,30.35,2,3.5,0.05
A-3236492,2,33.89674,-117.48426,Riverside,Riverside,CA,41,41,86,29.09,10,3,0
A-3199124,2,33.449356,-112.345394,Avondale,Maricopa,AZ,52,52,35,29.12,10,3,
A-351960,2,33.884903,-117.633461,Corona,Riverside,CA,68,,52,30.01,10,10.4,
A-3338520,2,44.858799,-93.329057,Minneapolis,Hennepin,MN,27,17,81,29.19,7,12,0
A-3928803,2,45.791097,-122.86965,Scappoose,Columbia,OR,46,41.9,86,29.93,4,8.1,0.13
A-1280175,2,40.431358,-79.839073,Pittsburgh,Allegheny,PA,72,72,97,28.64,10,6,0
A-816920,2,29.75827,-95.625313,Houston,Harris,TX,73,73,90,29.66,5,9,0.03
A-879230,3,33.744507,-84.498718,Atlanta,Fulton,GA,38,30,57,29.32,10,12,0
A-3072240,2,35.001865,-85.154598,Chattanooga,Hamilton,TN,57,57,81,29.28,10,6,0
A-2457454,3,34.973454,-80.986771,Rock Hill,York,SC,24.1,17,48,30.58,10,5.8,
A-1067177,2,30.342461,-81.679832,Jacksonville,Duval,FL,75,75,48,29.9,10,6,0
A-3415444,2,35.605069,-119.211863,Mc Farland,Kern,CA,46,46,73,29.64,0,0,0
A-2405536,2,36.143002,-95.970177,Tulsa,Tulsa,OK,41,,82,30.22,9,,
A-1659979,3,41.826233,-71.418945,Providence,Providence,RI,55.9,,93,29.21,2,27.6,0.24
A-180384,3,42.984756,-83.73317,Flint,Genesee,MI,12.2,-2.5,73,29.97,10,12.7,
A-1692002,2,33.816589,-79.091698,Conway,Horry,SC,37.4,33.8,100,30.09,2.5,4.6,
A-2467755,3,39.044964,-94.656151,Kansas City,Wyandotte,KS,,,,,,,
A-3326171,2,33.80595,-117.880092,Anaheim,Orange,CA,67,67,87,29.87,4,3,0
A-2649711,2,35.372326,-111.57576,Flagstaff,Coconino,AZ,69.1,,70,30.06,10,11.5,0
A-517590,2,34.981403,-120.431404,Santa Maria,Santa Barbara,CA,49,42,86,29.47,3,18,0.18
A-1034795,3,39.013336,-77.041924,Silver Spring,Montgomery,MD,35,35,50,30.5,10,0,0
A-3652801,1,35.277,-89.69482,Arlington,Shelby,TN,54,54,94,29.61,10,5,0
A-2201032,2,38.391468,-122.879807,Sebastopol,Sonoma,CA,43,,89,30.01,10,,
A-1156417,3,41.840019,-71.411263,Providence,Providence,RI,29,19,36,29.46,10,12,0
A-735951,2,37.768478,-122.006729,Castro Valley,Alameda,CA,75,75,57,29.78,6,12,0
A-294274,3,30.509745,-97.686188,Round Rock,Williamson,TX,80.6,,84,29.89,8,11.5,
A-2743338,3,32.64536,-96.70566,Hutchins,Dallas,TX,79.7,,86,30.04,10,,
A-444404,2,41.297256,-96.02375,Omaha,Douglas,NE,57,,74,29.94,10,10.4,0
A-3847751,2,40.70259,-73.506521,Wantagh,Nassau,NY,64,64,63,30.1,10,10,0
A-1939684,2,35.960953,-78.453323,Wake Forest,Wake,NC,73.4,,88,29.97,10,,
A-3391252,2,34.779848,-82.349003,Greenville,Greenville,SC,55,55,86,28.95,10,6,0
A-2597122,3,33.534466,-86.720734,Birmingham,Jefferson,AL,57.9,,81,30.17,10,,
A-2520327,2,32.702866,-96.90136,Dallas,Dallas,TX,88,,30,29.88,10,6.9,
A-3993487,2,37.99676,-121.78948,Antioch,Contra Costa,CA,75.9,,43,29.89,10,10.4,
A-1728629,2,28.605919,-81.401161,Orlando,Orange,FL,70,,73,30.14,10,4.6,
A-2138479,3,40.548294,-74.279297,Woodbridge,Middlesex,NJ,54.7,,93,30.22,2.5,6.9,0.04
A-1240405,2,39.725658,-104.990868,Denver,Denver,CO,55,55,72,24.52,30,9,0
A-1772648,2,36.093483,-79.441162,Burlington,Alamance,NC,54,,83,29.99,10,6.9,
A-1571831,2,44.489201,-87.9757,Green Bay,Brown,WI,23,13.9,88,30.02,10,8.1,0
A-1197889,3,41.05228,-76.87085,New Columbia,Union,PA,70,70,57,29.51,10,5,0
A-1443341,2,47.66869,-122.390182,Seattle,King,WA,58,58,47,30.11,10,5,0
A-3965505,4,42.87782,-89.06088,Edgerton,Dane,WI,35.6,,75,30.01,10,,
A-362192,3,33.690125,-84.500153,Atlanta,Fulton,GA,53.1,,59,30.34,10,4.6,
A-2489316,3,31.744219,-106.331902,El Paso,El Paso,TX,75,,33,29.96,10,8.1,
A-535796,3,36.060249,-79.608002,Whitsett,Guilford,NC,56,56,72,29.45,10,5,0
A-1176489,3,34.061382,-118.166992,Monterey Park,Los Angeles,CA,73,73,73,29.63,10,0,0
A-2981459,2,45.580869,-118.585921,Pendleton,Umatilla,OR,33,28,82,28.72,10,6,0
A-406980,3,33.884048,-118.028969,Santa Fe Springs,Los Angeles,CA,60.1,,75,29.89,10,,
A-3227920,2,40.154594,-75.223306,Ambler,Montgomery,PA,54,54,71,29.96,10,0,0
A-1234339,2,29.436781,-98.496696,San Antonio,Bexar,TX,80,80,81,29.09,10,5,0
A-1211859,2,35.193409,-80.825218,Charlotte,Mecklenburg,NC,80,80,71,29.37,6,0,0
A-2265675,2,40.039864,-76.302933,Lancaster,Lancaster,PA,34,25,56,29.93,10,12.7,
A-2951931,2,37.94499,-122.48498,San Rafael,Marin,CA,80.6,,45,29.92,10,9.2,
A-3462609,2,38.69399,-90.45066,Saint Louis,St. Louis County,MO,91,91,48,29.17,10,7,0
A-3669092,4,33.51919,-113.06303,Tonopah,Maricopa,AZ,64,64,37,28.83,4,8,0
A-3265619,2,45.602498,-94.457779,Avon,Stearns,MN,19,6,77,28.99,10,13,0
A-1975639,2,34.24025,-119.158348,Oxnard,Ventura,CA,72,,68,29.94,9,11.5,
A-3555110,3,35.97378,-79.91627,Jamestown,Guilford,NC,55,55,100,29.23,2,14,0.05
A-3351814,2,38.369532,-122.720598,Santa Rosa,Sonoma,CA,41,41,100,30.11,1,0,0
A-2407523,3,42.487061,-83.475731,Novi,Oakland,MI,42.1,36.1,76,30.11,8,10.4,
A-2993619,2,28.487128,-81.396848,Orlando,Orange,FL,85,85,72,29.88,10,10,0
A-1174466,3,41.844734,-87.956879,Oak Brook,DuPage,IL,85,85,57,29.41,10,7,0
A-3219376,2,37.043756,-76.355441,Hampton,Hampton,VA,,,,,,,
A-2238714,2,25.889286,-80.208801,North Miami,Miami-Dade,FL,64,,58,30.15,10,5.8,
A-3593928,2,42.69873,-73.83627,Albany,Albany,NY,33,27,85,29.91,0.25,7,0.14
A-2636007,2,37.628143,-122.120995,Hayward,Alameda,CA,59,,48,29.98,10,3.5,
A-3806240,2,37.993538,-122.10464,Martinez,Contra Costa,CA,62,62,53,29.95,10,0,0
A-1068429,2,34.275055,-118.536339,Porter Ranch,Los Angeles,CA,77,77,15,29.02,10,5,0
A-226173,2,39.648956,-84.157135,Dayton,Montgomery,OH,82.9,,44,30.01,10,10.4,
A-2154078,2,41.696167,-92.726959,Grinnell,Poweshiek,IA,91.9,,37,29.84,10,5.8,
A-1263464,3,38.192932,-85.731461,Louisville,Jefferson,KY,86,86,59,29.49,10,3,0
A-739216,3,33.745125,-84.390442,Atlanta,Fulton,GA,76,76,87,29.07,3,12,0
A-2211100,2,33.902538,-118.255661,Compton,Los Angeles,CA,61,,70,30,9,9.2,
A-2198253,2,38.553001,-121.374878,Sacramento,Sacramento,CA,46.4,43.5,93,30.1,10,5.8,
A-2600836,2,33.250599,-117.153259,Escondido,San Diego,CA,68,,87,29.86,10,,
A-822058,2,29.707466,-95.229118,Houston,Harris,TX,59,59,67,30.3,10,14,0
A-2389429,2,42.379036,-83.216965,Detroit,Wayne,MI,30.9,23.5,72,30.43,10,8.1,
A-881787,3,47.548717,-122.061546,Issaquah,King,WA,48,44,93,30.06,3,10,0.04
A-2120946,2,40.683128,-75.288506,Easton,Northampton,PA,73.9,,24,30.03,10,9.2,
A-247356,2,38.994617,-76.514442,Annapolis,Anne Arundel,MD,66.9,,93,29.96,7,3.5,
A-3817010,2,40.60949,-112.03356,West Jordan,Salt Lake,UT,42,42,45,26.11,10,3,0
A-3450325,2,36.10238,-80.2287,Winston Salem,Forsyth,NC,80,80,71,29.01,10,5,0
A-2783047,2,26.62304,-80.06731,Lake Worth,Palm Beach,FL,75.9,,91,30.06,10,,0.05
A-387782,2,32.918079,-96.76709,Dallas,Dallas,TX,57.2,,16,30.25,12,5.8,
A-2958748,2,34.220126,-117.410598,San Bernardino,San Bernardino,CA,48,45,76,28.67,5,8,0
A-1272979,2,38.221821,-122.609581,Petaluma,Sonoma,CA,81,81,39,29.91,10,13,0
A-310482,3,47.708637,-122.33017,Seattle,King,WA,68,,61,30.02,10,5.8,
A-51491,3,33.918346,-118.179047,Lynwood,Los Angeles,CA,78.1,,64,29.9,10,10.4,
A-3577727,2,38.522782,-122.78714,Windsor,Sonoma,CA,46,46,100,29.58,6,0,0
A-671846,2,29.311119,-98.614502,Von Ormy,Bexar,TX,82,82,84,29.03,10,13,0
A-2269474,2,33.040192,-80.138847,Summerville,Berkeley,SC,,,,,,,
A-3498553,2,38.549438,-122.720102,Santa Rosa,Sonoma,CA,66,66,60,29.66,10,15,0
A-1575863,2,33.951,-118.282722,Los Angeles,Los Angeles,CA,48,,46,30.27,10,3.5,
A-1163151,2,33.598679,-79.021362,Murrells Inlet,Horry,SC,85,85,63,29.93,10,9,0
A-1984419,3,37.720486,-121.657745,Livermore,Alameda,CA,72,,43,29.88,10,3.5,
A-3826239,3,40.8119,-74.10379,Rutherford,Bergen,NJ,70,70,90,29.84,7,12,0.04
A-2054362,2,42.308716,-87.876938,North Chicago,Lake,IL,57,,81,30.14,10,4.6,
A-543142,3,39.21442,-84.682526,Cincinnati,Hamilton,OH,32,23,73,28.99,10,12,0
A-3471107,1,46.13198,-123.37614,Clatskanie,Columbia,OR,57,57,57,30.05,10,7,0
A-2705167,2,35.272919,-80.836464,Charlotte,Mecklenburg,NC,82,,56,30.08,10,8.1,
A-3106098,2,38.939141,-119.744464,Gardnerville,Douglas,NV,21,21,74,24,10,0,0
A-3444489,2,35.179553,-118.914547,Arvin,Kern,CA,97,97,18,29.3,10,12,0
A-3985274,2,38.27102,-104.59221,Pueblo,Pueblo,CO,39,35.7,86,30.24,10,4.6,
A-2517575,4,26.062778,-80.164223,Fort Lauderdale,Broward,FL,72,,100,30.08,10,5.8,
A-621215,2,35.809319,-90.66922,Jonesboro,Craighead,AR,58,58,93,29.58,10,9,0.01
A-994804,2,35.129631,-80.941734,Charlotte,Mecklenburg,NC,49,47,46,29.01,10,6,0
A-1227734,3,29.77099,-95.213722,Houston,Harris,TX,86,86,74,29.99,9,3,0
A-168617,2,42.528069,-88.599586,Walworth,Walworth,WI,,,,30.09,10,10.4,
A-2275379,3,28.582256,-81.375038,Orlando,Orange,FL,75.9,,45,30.25,10,15,
A-2448398,3,33.617668,-84.398369,Forest Park,Clayton,GA,53.1,,100,30.13,1,8.1,0
A-1491288,2,38.081917,-78.473839,Charlottesville,Albemarle,VA,63,63,87,29.17,10,5,0.01
A-139021,2,25.812397,-80.240295,Miami,Miami-Dade,FL,79,,97,29.94,10,,0
A-2279632,3,35.044018,-81.816498,Cowpens,Spartanburg,SC,73.4,,44,29.93,10,8.1,
A-1725367,3,38.644741,-121.272087,Fair Oaks,Sacramento,CA,35.6,31.7,87,30.25,10,4.6,
A-2128539,2,26.547718,-81.604591,Lehigh Acres,Lee,FL,72,,93,29.95,10,5.8,
A-715459,2,34.73502,-86.633072,Huntsville,Madison,AL,71,71,87,29.28,10,7,0
A-1118070,3,25.990566,-80.165848,Hallandale,Broward,FL,85,85,48,29.91,10,6,0
A-594899,2,42.477345,-71.2173,Burlington,Middlesex,MA,83,83,38,30.12,10,7,0
A-4021783,2,37.59558,-122.05859,Union City,Alameda,CA,70,,61,29.94,10,4.6,
A-2179976,2,34.091988,-84.276688,Alpharetta,Fulton,GA,66.2,,19,30.15,10,,
A-3754063,3,39.00523,-77.43488,Sterling,Loudoun,VA,56,56,64,29.83,10,5,0
A-500884,2,41.294804,-96.158012,Omaha,Douglas,NE,78.1,,76,30.02,10,12.7,
A-253292,2,40.046707,-75.336403,Villanova,Delaware,PA,69.8,,100,30.03,7,,
A-382890,2,40.006233,-76.296326,Lancaster,Lancaster,PA,37.9,29.6,51,30.07,10,13.8,
A-3670413,2,33.859753,-118.309149,Torrance,Los Angeles,CA,69,69,45,29.97,10,8,0
A-3263472,2,40.434543,-75.42344,Quakertown,Bucks,PA,70,70,60,29.42,10,14,0
A-4102143,2,35.304,-80.84886,Charlotte,Mecklenburg,NC,32,26.4,44,30.33,10,5.8,
A-3873997,2,40.80889,-111.92393,Salt Lake City,Salt Lake,UT,81,81,33,25.81,10,0,0
A-121406,2,28.341618,-81.517433,Kissimmee,Osceola,FL,75,,55,29.97,10,5.8,
A-1030808,2,33.053024,-83.254364,Milledgeville,Baldwin,GA,30,30,93,29.97,10,0,0
A-1419177,2,30.40226,-97.746117,Austin,Travis,TX,68,68,78,29.05,10,3,0
A-1006637,2,41.390808,-81.53463,Bedford,Cuyahoga,OH,49,43,69,29.14,10,17,0
A-1658534,2,45.222031,-93.028587,Forest Lake,Anoka,MN,15.8,8.6,79,29.91,10,4.6,
A-2913161,2,37.78086,-121.97721,San Ramon,Contra Costa,CA,55,,67,30.06,10,5.8,
A-2498978,2,37.497982,-77.568825,North Chesterfield,Chesterfield,VA,,,,,,,
A-2875911,3,42.19754,-88.01865,Lake Zurich,Lake,IL,64,,38,29.64,10,9.2,
A-2150533,2,39.748558,-75.542282,Wilmington,New Castle,DE,61,,93,30.1,10,3.5,
A-1745378,3,34.102791,-117.301666,San Bernardino,San Bernardino,CA,68,,56,29.94,4,5.8,
A-2372806,2,40.630424,-73.886024,Brooklyn,Kings,NY,26.1,21.9,88,30.53,10,3.5,
A-1995505,3,35.815491,-78.690849,Raleigh,Wake,NC,78.1,,60,30.17,10,11.5,
A-1801069,2,39.82906,-75.087402,Woodbury,Gloucester,NJ,73,,79,30.02,10,6.9,
A-684855,3,39.044163,-84.578522,Ft Mitchell,Kenton,KY,80,80,69,29.05,9,3,0
A-3993898,2,26.00821,-80.283508,Hollywood,Broward,FL,80.1,,90,30.02,10,4.6,
A-3249549,2,34.412761,-118.578382,Valencia,Los Angeles,CA,47,44,86,28.99,10,6,0.04
A-1760471,2,29.417925,-98.491997,San Antonio,Bexar,TX,57.9,,25,30.35,10,9.2,
A-987492,2,35.167393,-80.965004,Charlotte,Mecklenburg,NC,57,57,37,29.08,10,9,0
A-3554344,1,36.70652,-119.8624,Fresno,Fresno,CA,90,90,28,29.53,10,15,0
A-1531081,3,36.147263,-86.743774,Nashville,Davidson,TN,48.9,,35,30.47,10,4.6,
A-2274957,2,34.030155,-117.697723,Chino,San Bernardino,CA,70,,20,29.96,10,9.2,
A-3143105,2,40.821119,-97.645725,York,York,NE,14,3,86,28.28,10,8,0
A-3227964,2,40.259824,-75.640805,Pottstown,Montgomery,PA,,,,,,,
